Company_Name,Sector,Indicator_ID,Value,Unit,Source_URL,Data_Year,Confidence,Data_Tier,Extraction_Method
UNITED BREWERIES LIMITED,Unknown,protected_area_proximity,"reserves, wetlands, biodiversity hotspots, forests, coastal regulation zones, etc.) where environmental approvals/clearances are required, please specify details in the following format: Notes: Includes emissions from ow",Description,"UNITED BREWERIES LIMITED_2025_report.pdf, page 66",UNKNOWN_YEAR,MEDIUM,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,biodiversity_actions,"mation available in biodiversity, emissions, pollutants, waste, impacts, our Biodiversity Management Plans (BMPs). The data recovery and conservation initiatives. Additionally, pertains to Hindalco India (standalone) ope",Description,"hindalco-TNFD-2024-report.pdf, page 2",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,water_consumption,2018.0,UNKNOWN,"hindalco-TNFD-2024-report.pdf, page 5",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,waste_recycled_pct,85.0,%,"hindalco-TNFD-2024-report.pdf, page 6",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,green_cover,4.1,ha,"hindalco-TNFD-2024-report.pdf, page 6",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,land_footprint,17.0,UNKNOWN,"hindalco-TNFD-2024-report.pdf, page 12",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,protected_area_proximity,"iodiversity, waste, protected areas, and the overall business footprint. Of the total sites, 11 are located water and GHG footprints . Starting with this first report on TNFD, we will further align near protected areas o",Description,"hindalco-TNFD-2024-report.pdf, page 24",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,facility_locations,cross our different manufacturing units and mining sites. Hindalco Industries Limited | TNFD Report 2024 27 Strategy Management and Targets Introduction Governance Risk and Impact Metrics Annexures,Description,"hindalco-TNFD-2024-report.pdf, page 28",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,air_emissions_pm,5.0,UNKNOWN,"hindalco-TNFD-2024-report.pdf, page 40",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,ghg_scope2,2050.0,UNKNOWN,"hindalco-TNFD-2024-report.pdf, page 53",FY 2023-24,HIGH,Tier 1,PDF_Extraction
hindalco-TNFD-2024-report,Unknown,water_recycling_pct,2050.0,%,"hindalco-TNFD-2024-report.pdf, page 53",FY 2023-24,HIGH,Tier 1,PDF_Extraction
itc-nature-report,Unknown,water_discharge,2.1,UNKNOWN,"itc-nature-report.pdf, page 50",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
itc-nature-report,Unknown,land_footprint,1.0,acres,"itc-nature-report.pdf, page 50",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
itc-nature-report,Unknown,water_withdrawal,3.0,UNKNOWN,"itc-nature-report.pdf, page 51",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,biodiversity_actions,TRATEGIC FRAMING OF BIODIVERSITY Training and Capacity Building 16 WITHIN ESG AND RISK SYSTEMS 12 EVALUATING IMPACTS AND DEPENDENCIES 32 MANAGEMENT-LEVEL OVERSIGHT 17 RISKS AND OPPORTUNITIES 36 Executive Oversight and St,Description,"JSL-TNFD-Report-FY-2024-25.pdf, page 2",FY 2023,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,waste_generated,2381.0,tonnes,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,hazardous_waste,16989548.0,tonnes,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,air_emissions_nox,22.0,tonnes,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,air_emissions_sox,46.0,tonnes,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,biodiversity_actions," such as the Global Biodiversity Framework (Target 15), the UN Sustainable Development Goals (SDGs), and ISO guidelines. - Sandeep Chandna, Chief Sustainability Officer 4 Copyright © 2025 Tech Mahindra. All rights reserv",Description,"Tech_Mahindra _tnfd-report.pdf, page 4",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,protected_area_proximity,"luding proximity to protected areas, biodiversity zones, and ecosystem condition. While scores were generally low, these risks remain relevant for stakeholder trust, regulatory visibility, and long-term license to operat",Description,"Tech_Mahindra _tnfd-report.pdf, page 17",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,ghg_scope1,12435.0,mtco2e,"Tech_Mahindra _tnfd-report.pdf, page 31",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,ghg_scope2,76735.0,mtco2e,"Tech_Mahindra _tnfd-report.pdf, page 31",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,water_discharge,2.1,UNKNOWN,"Tech_Mahindra _tnfd-report.pdf, page 31",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,hazardous_waste,2.2,mt,"Tech_Mahindra _tnfd-report.pdf, page 31",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,water_withdrawal,3.0,UNKNOWN,"Tech_Mahindra _tnfd-report.pdf, page 32",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,water_consumption,3.0,UNKNOWN,"Tech_Mahindra _tnfd-report.pdf, page 32",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,air_emissions_sox,0.33,mt,"Tech_Mahindra _tnfd-report.pdf, page 32",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,air_emissions_pm,0.16,mt,"Tech_Mahindra _tnfd-report.pdf, page 32",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,water_recycling_pct,8.0,%,"Tech_Mahindra _tnfd-report.pdf, page 33",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech,Unknown,waste_generated,600.0,mt,"Tech_Mahindra _tnfd-report.pdf, page 35",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
TNFD-Report-FY-2023-24-LTIMindtree,Unknown,biodiversity_actions," loss of nature and biodiversity is a global crisis. Our planet’s ecosystems are under unprecedented pressure, with a significant impact on wildlife, habitats, and the human societies that depend on them. This crisis, of",Description,"TNFD-Report-FY-2023-24-LTIMindtree.pdf, page 4",FY 2023,MEDIUM,Tier 1,PDF_Extraction
Tata,Unknown,water_consumption,101128980.0,UNKNOWN,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tejas Networks Limited,Unknown,air_emissions_nox,3.0,UNKNOWN,"Tejas Networks Limited_2025_Know More.pdf, page 131",FY 2024-25,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,water_discharge,14208410.0,UNKNOWN,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,ghg_scope3,1.0,UNKNOWN,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,air_emissions_pm,2024.0,UNKNOWN,"JSL-TNFD-Report-FY-2024-25.pdf, page 6",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,green_cover,2024.0,ha,"JSL-TNFD-Report-FY-2024-25.pdf, page 6",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,facility_locations,"es (05), subsidiary manufacturing units and opportunities across JSL’s India operations lies in (03), and major production hubs (03). While several In synergy with the findings of the double materiality to identifying ri",Description,"JSL-TNFD-Report-FY-2024-25.pdf, page 14",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,protected_area_proximity,". and overlaps with protected areas. This screening process integrates ecological indicators with Following initial screening, detailed evaluations, informed by existing Biodiversity Risk Assessments operational relevanc",Description,"JSL-TNFD-Report-FY-2024-25.pdf, page 14",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,land_footprint,2070.0,ha,"JSL-TNFD-Report-FY-2024-25.pdf, page 24",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,ghg_scope2,30.0,UNKNOWN,"JSL-TNFD-Report-FY-2024-25.pdf, page 28",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,hazardous_waste,2016.0,UNKNOWN,"JSL-TNFD-Report-FY-2024-25.pdf, page 28",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,water_recycling_pct,2.0,UNKNOWN,"JSL-TNFD-Report-FY-2024-25.pdf, page 41",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,ghg_scope1,2.0,tCO2e,"JSL-TNFD-Report-FY-2024-25.pdf, page 44",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,ghg_scope3,3.0,tCO2e,"JSL-TNFD-Report-FY-2024-25.pdf, page 44",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,water_withdrawal,3.0,KL,"JSL-TNFD-Report-FY-2024-25.pdf, page 46",FY 2023,HIGH,Tier 1,PDF_Extraction
JSL-TNFD-Report-FY-2024-25,Unknown,air_emissions_sox,1067.68,mt,"JSL-TNFD-Report-FY-2024-25.pdf, page 46",FY 2023,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,biodiversity_actions,Biodiversity Policy & Commitment Document By Corporate Sustainability Department The Tata Power Company Limited May 2025 Rev No. Reason for Revision Prepared Checked By Approved on New Document- A det,Description,"Tata_Power_biodiversity-policy-commitment-document.pdf, page 1",UNKNOWN_YEAR,MEDIUM,Tier 1,PDF_Extraction
Tata,Unknown,air_emissions_pm,15.0,UNKNOWN,"Tata_Steel_tnfd-report-2025.pdf, page 19",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,ghg_scope1,1.0,UNKNOWN,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,ghg_scope2,1.0,UNKNOWN,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tata,Unknown,water_withdrawal,115337391.0,UNKNOWN,"Tata_Steel_tnfd-report-2025.pdf, page 30",FY 2023-24,HIGH,Tier 1,PDF_Extraction
Tejas Networks Limited,Unknown,ghg_scope2,2.0,UNKNOWN,"Tejas Networks Limited_2025_Know More.pdf, page 131",FY 2024-25,HIGH,Tier 1,PDF_Extraction
Tejas Networks Limited,Unknown,ghg_scope1,1.0,UNKNOWN,"Tejas Networks Limited_2025_Know More.pdf, page 131",FY 2024-25,HIGH,Tier 1,PDF_Extraction
Tejas Networks Limited,Unknown,water_consumption,29189.0,UNKNOWN,"Tejas Networks Limited_2025_Know More.pdf, page 130",FY 2024-25,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,air_emissions_pm,55.0,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 42",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,energy_consumption,68.4,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 48",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,water_consumption,68.4,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 48",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,water_recycling_pct,69.23,%,"Star Cement Limited_2023_Read more.pdf, page 49",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,biodiversity_actions,tal stewardship and conservation efforts Government and regulatory bodies  Advocacy and compliance Annual Report 2023-24 | 49,Description,"Star Cement Limited_2023_Read more.pdf, page 51",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,air_emissions_nox,1.0,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 133",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,water_withdrawal,2428322.0,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 161",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,ghg_scope1,1.0,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 162",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,ghg_scope2,2.0,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 162",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,air_emissions_sox,3451.0,mt,"Star Cement Limited_2023_Read more.pdf, page 162",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,waste_generated,3263.77,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 163",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,hazardous_waste,24.021,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 163",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,protected_area_proximity,"reserves, wetlands, biodiversity hotspots, forests, coastal regulation zones etc.) where environmental approvals / clearances are required, please specify details in the following format: Sl. Location of Type of Whether ",Description,"Star Cement Limited_2023_Read more.pdf, page 164",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,ghg_scope3,3.0,UNKNOWN,"Star Cement Limited_2023_Read more.pdf, page 165",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
TATA COMMUNICATIONS LIMITED,Unknown,air_emissions_pm,3.0,UNKNOWN,"TATA COMMUNICATIONS LIMITED_press releaseIntegrated annual report 23-24.pdf, page 2",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
TATA COMMUNICATIONS LIMITED,Unknown,ghg_scope1,84.0,UNKNOWN,"TATA COMMUNICATIONS LIMITED_press releaseIntegrated annual report 23-24.pdf, page 6",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
TATA COMMUNICATIONS LIMITED,Unknown,ghg_scope2,84.0,UNKNOWN,"TATA COMMUNICATIONS LIMITED_press releaseIntegrated annual report 23-24.pdf, page 6",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Star Cement Limited,Unknown,facility_locations,"m market new cement manufacturing units share in addition to the subsidy are commissioned), be delivered inflow is expected to strengthen the to the two proposed units directly. Company’s financial foundation. The progre",Description,"Star Cement Limited_2023_Read more.pdf, page 34",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
TATA COMMUNICATIONS LIMITED,Unknown,biodiversity_actions,"te action and water conservation — N. Ganapathy Subramaniam share for FY 24-25 subject to the approval of through afforestation drives, watershed development and Chairman the shareholders. 10 11 Integrated Report Statuto",Description,"TATA COMMUNICATIONS LIMITED_press releaseIntegrated annual report 23-24.pdf, page 7",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Route Mobile Limited,Unknown,air_emissions_nox,12.0,UNKNOWN,"Route Mobile Limited_2025_report.pdf, page 14",UNKNOWN_YEAR,MEDIUM,Tier 1,PDF_Extraction
RITES Limited,Unknown,facility_locations,f the Company holds office at the same time as director in more than twenty (20) Companies with h) Status of major statutory and commercial claims on maximum ten (10) in Public Companies and no Director the Company. (inc,Description,"RITES Limited_2025__Annual report.pdf, page 84",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,water_consumption,35306.0,kl,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 40",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,air_emissions_pm,2.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 80",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,ghg_scope1,305.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,ghg_scope2,305.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,ghg_scope3,305.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,water_withdrawal,303.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,water_discharge,303.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,waste_generated,306.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,waste_recycled_pct,306.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,air_emissions_nox,305.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,air_emissions_sox,305.0,UNKNOWN,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 82",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,facility_locations,"nt’s Responsibility Office at 1st Lane, Shahupuri, Kolhapur - 416001 to the Board of Directors of the Bank (‘the Board’) for the Financial Year ended The Compliance of conditions of Corporate Governance stipulated in the",Description,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 133",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RBL Bank Limited,Unknown,protected_area_proximity,"reserves, wetlands, biodiversity hotspots, forests, coastal regulation zones etc.) where environmental approvals / clearances Essential Indicators are required, please specify details in the following format: 1. Details ",Description,"RBL Bank Limited_2024_Annual Report 2024-25.pdf, page 152",FY 2024-25,HIGH,Tier 1,PDF_Extraction
RITES Limited,Unknown,air_emissions_pm,3.0,UNKNOWN,"RITES Limited_2025__Annual report.pdf, page 7",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
RITES Limited,Unknown,energy_consumption,140.0,GJ,"RITES Limited_2025__Annual report.pdf, page 10",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
RITES Limited,Unknown,biodiversity_actions,"ntal Protection and Conservation, and Project Management.",Description,"RITES Limited_2025__Annual report.pdf, page 12",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
RITES Limited,Unknown,green_cover,2533.0,UNKNOWN,"RITES Limited_2025__Annual report.pdf, page 36",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
RITES Limited,Unknown,protected_area_proximity,"reserves, wetlands, biodiversity hotspots, forests, coastal regulation zones etc.) where environmental approvals / clearances are required, please specify details in the following format: No",Description,"RITES Limited_2025__Annual report.pdf, page 160",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
TNFD-Report-FY-2023-24-LTIMindtree,Unknown,protected_area_proximity,"ics: Conserving key biodiversity hotspots LTIMindtree can actively engage in restoring and protecting ecosystems within its operational areas. This includes reforestation, wetland restoration, and habitat preservation. B",Description,"TNFD-Report-FY-2023-24-LTIMindtree.pdf, page 19",FY 2023,MEDIUM,Tier 1,PDF_Extraction
TATA COMMUNICATIONS LIMITED,Unknown,protected_area_proximity,sustainable outside protected areas and introduce alternative agriculture and effectively raise household incomes. livelihoods for forest-adjacent communities. Beneficiaries Significant Outcomes  Restored 6 acres of lan,Description,"TATA COMMUNICATIONS LIMITED_press releaseIntegrated annual report 23-24.pdf, page 34",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tata Elxsi Limited,Unknown,biodiversity_actions,"pics Key Highlights Biodiversity 1,19,026 Product and Service Stewardship Hours of Employee Volunteering Stakeholders Impacted SDGs Impacted Impact created across 6 Local States Communities Collaborators Academic Institu",Description,"Tata Elxsi Limited_2024_Click here to download.pdf, page 48",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech Mahindra Limited,Unknown,energy_consumption,6264.0,UNKNOWN,"Tech Mahindra Limited_2025_Know More.pdf, page 28",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
Tech Mahindra Limited,Unknown,water_withdrawal,740510.0,kl,"Tech Mahindra Limited_2025_Know More.pdf, page 28",UNKNOWN_YEAR,HIGH,Tier 1,PDF_Extraction
