Company_Name,Sector,Revenue_INR,Revenue_Million_EUR,Exiobase_Sector,Factor_Used,Scope3_Biodiversity_MSA,Scope3_Intensity,Scope3_per_Billion_INR,Scope3_Impact_Rank,Scope3_Intensity_Rank
Havells India Limited,Other Business Services,120000000000.0,1333.3333333333333,Other business activities,0.05,66.66666666666667,0.05,0.5555555555555556,173,139.0
Zee Entertainment Enterprises Limited,Media & Entertainment,115333898592.50464,1281.4877621389403,Other business activities,0.05,64.07438810694703,0.0499999999609828,0.5555555507386236,174,279.0
UPL LIMITED,Other Business Services,114629157128.52698,1273.6573014280775,Other business activities,0.05,63.68286507140388,0.0499999999607429,0.555555550709009,175,280.0
Mazagon Dock Shipbuilders Limited,Other Business Services,114318771309.27782,1270.208570103087,Other business activities,0.05,63.51042850515435,0.0499999999606363,0.5555555506958502,176,281.0
Blue Star Limited,Media & Entertainment,113255169540.94807,1258.3907726772009,Other business activities,0.05,62.91953863386004,0.0499999999602667,0.5555555506502117,177,282.0
Voltas Limited,Other Business Services,112958025165.69014,1255.0891685076683,Other business activities,0.05,62.75445842538342,0.0499999999601621,0.5555555506373079,178,283.0
GODAWARI POWER AND ISPAT LIMITED,Power,46612446911.21709,517.916076791301,Production of electricity by coal,0.12,62.14992921495611,0.1199999997683022,1.333333304728671,179,81.0
Escorts Kubota Limited,Other Business Services,110307894736.8421,1225.6432748538011,Other business activities,0.05,61.28216374269006,0.049999999959205,0.5555555505191477,180,284.0
SUZLON ENERGY LIMITED,Other Business Services,108068560157.79092,1200.7617795310102,Other business activities,0.05,60.03808897655051,0.0499999999583597,0.5555555504147861,181,285.0
Power Mech Projects Limited,Power,44354231237.793205,492.8247915310356,Production of electricity by coal,0.12,59.13897498372427,0.1199999997565057,1.333333303272316,182,82.0
L&T Technology Services Limited,IT Services,529874324988.0,5887.492499866667,Computer and related activities,0.01,58.87492499866666,0.01,0.1111111111111111,183,548.0
C.E. INFO SYSTEMS LIMITED,IT Services,529874324988.0,5887.492499866667,Computer and related activities,0.01,58.87492499866666,0.01,0.1111111111111111,184,548.0
LT Technology Services Limited,IT Services,529874324988.0,5887.492499866667,Computer and related activities,0.01,58.87492499866666,0.01,0.1111111111111111,185,548.0
Tech Mahindra Limited,IT Services,529874324987.727,5887.492499863633,Computer and related activities,0.01,58.87492499863634,0.0099999999983014,0.1111111109014178,186,556.0
Oberoi Realty Limited,Real Estate,52863393864.40555,587.3710429378394,Construction,0.1,58.73710429378394,0.0999999998297498,1.1111110900925762,187,128.0
Alkem Laboratories Limited,Other Business Services,105511828984.81458,1172.353655386829,Other business activities,0.05,58.61768276934144,0.0499999999573507,0.5555555502902166,188,286.0
Supreme Industries Limited,Other Business Services,104462677460.91524,1160.6964162323916,Other business activities,0.05,58.03482081161958,0.0499999999569224,0.5555555502373352,189,287.0
Shree Renuka Sugars Limited,Other Business Services,102793985273.32652,1142.1553919258502,Other business activities,0.05,57.10776959629251,0.0499999999562231,0.5555555501510024,190,288.0
Nuvoco Vistas Corporation Limited,Other Business Services,102441064761.17606,1138.234052901956,Other business activities,0.05,56.91170264509781,0.0499999999560723,0.5555555501323832,191,289.0
Ircon International Limited,Other Business Services,101931562151.75768,1132.5729127973077,Other business activities,0.05,56.628645639865375,0.0499999999558527,0.5555555501052756,192,290.0
Cummins India Limited,Other Business Services,101661519769.149,1129.5724418794334,Other business activities,0.05,56.47862209397167,0.0499999999557354,0.5555555500907982,193,291.0
Sonata Software Limited,Other Business Services,101572474365.33269,1128.5830485036963,Other business activities,0.05,56.42915242518483,0.0499999999556966,0.5555555500860074,194,292.0
Amber Enterprises India Limited,Other Business Services,99729047895.63042,1108.1005321736714,Other business activities,0.05,55.40502660868357,0.0499999999548777,0.5555555499849063,195,293.0
Godrej Properties Limited,Real Estate,49228887124.52031,546.9876347168923,Construction,0.1,54.69876347168923,0.0999999998171805,1.1111110885408042,196,129.0
KEI INDUSTRIES LIMITED,Other Business Services,97359160305.3435,1081.76844783715,Other business activities,0.05,54.08842239185751,0.0499999999537793,0.5555555498493072,197,294.0
CESC Limited,Other Business Services,95839994064.98822,1064.8888229443137,Other business activities,0.05,53.24444114721568,0.0499999999530467,0.555555549758857,198,295.0
ABB India Limited,Other Business Services,95000000000.0,1055.5555555555557,Other business activities,0.05,52.777777777777786,0.05,0.5555555555555557,199,139.0
Gujarat Ambuja Exports Limited,Cement,46125755640.71764,512.5083960079738,Construction,0.1,51.25083960079738,0.0999999998048812,1.1111110870223766,200,130.0
Birla Corporation Limited,Other Business Services,92144970856.62083,1023.8330095180092,Other business activities,0.05,51.19165047590047,0.0499999999511639,0.555555549526409,201,296.0
DIVIS LABORATORIES LIMITED,Other Business Services,91980836889.26622,1022.0092987696248,Other business activities,0.05,51.10046493848124,0.0499999999510767,0.5555555495156503,202,297.0
Crisil Limited,Other Business Services,90832989690.0,1009.255441,Other business activities,0.05,50.462772050000005,0.05,0.5555555555555556,203,139.0
Mahindra & Mahindra Financial Services Limited,Other Business Services,90832989690.0,1009.255441,Other business activities,0.05,50.462772050000005,0.05,0.5555555555555556,204,139.0
NHPC Limited,Other Business Services,89942812458.78163,999.3645828753516,Other business activities,0.05,49.96822914376758,0.0499999999499682,0.5555555493787914,205,298.0
Delhivery Limited,Other Business Services,89319041357.87712,992.4337928653014,Other business activities,0.05,49.62168964326507,0.0499999999496188,0.5555555493356551,206,299.0
Container Corporation of India Limited,Other Business Services,88633607117.14871,984.817856857208,Other business activities,0.05,49.2408928428604,0.0499999999492291,0.5555555492875545,207,300.0
Endurance Technologies Limited,Other Business Services,88461546281.18916,982.9060697909908,Other business activities,0.05,49.14530348954954,0.0499999999491304,0.5555555492753631,208,301.0
Bharat Forge Limited,Other Business Services,88437412902.69695,982.6379211410772,Other business activities,0.05,49.131896057053865,0.0499999999491165,0.5555555492736493,209,302.0
NBCC India Limited,Other Business Services,87253696757.52272,969.4855195280302,Other business activities,0.05,48.47427597640152,0.0499999999484262,0.5555555491884265,210,303.0
Vodafone Idea Limited,Telecommunications,431571308278.674,4795.236758651933,Computer and related activities,0.01,47.95236758651933,0.0099999999979145,0.1111111108536539,211,557.0
Bharti Hexacom Limited,Other Business Services,85478859390.36382,949.7651043373758,Other business activities,0.05,47.4882552168688,0.0499999999473554,0.555555549056223,212,304.0
SBI Life Insurance Company Limited,Financial Services,849425025227.0435,9438.05583585604,"Financial intermediation, except insurance and pension funding",0.005,47.1902791792802,0.0049999999994702,0.0555555554901518,213,575.0
Aarti Industries Limited,Other Business Services,80460158334.4791,894.00175927199,Other business activities,0.05,44.7000879635995,0.0499999999440717,0.5555555486508271,214,305.0
IRB Infrastructure Developers Limited,Other Business Services,80315314481.12886,892.392383123654,Other business activities,0.05,44.6196191561827,0.0499999999439708,0.5555555486383748,215,306.0
Force Motors Ltd,Other Business Services,80069964664.31096,889.6662740478995,Other business activities,0.05,44.48331370239498,0.0499999999437991,0.5555555486171793,216,307.0
Arvind Limited,Other Business Services,80000000000.0,888.8888888888889,Other business activities,0.05,44.44444444444445,0.05,0.5555555555555556,217,139.0
BANK OF INDIA,Financial Services,798157766778.279,8868.419630869766,"Financial intermediation, except insurance and pension funding",0.005,44.34209815434883,0.0049999999994362,0.0555555554859508,218,576.0
PI INDUSTRIES LIMITED,Other Business Services,75712074414.22829,841.2452712692032,Other business activities,0.05,42.06226356346016,0.0499999999405643,0.5555555482178153,219,308.0
Tube Investments of India Limited,Other Business Services,74314113108.08296,825.7123678675885,Other business activities,0.05,41.28561839337942,0.0499999999394462,0.5555555480797811,220,309.0
Whirlpool of India Limited,Other Business Services,74206899617.67583,824.5211068630648,Other business activities,0.05,41.22605534315324,0.0499999999393587,0.5555555480689802,221,310.0
Varroc Engineering Limited,Other Business Services,73658285372.77289,818.4253930308099,Other business activities,0.05,40.9212696515405,0.049999999938907,0.5555555480132195,222,311.0
Jubilant Pharmova Limited,Other Business Services,72609009009.00902,806.7667667667669,Other business activities,0.05,40.338338338338346,0.0499999999380242,0.5555555479042248,223,312.0
HDFC Life Insurance Company Limited,Financial Services,710372093023.2559,7893.023255813954,"Financial intermediation, except insurance and pension funding",0.005,39.46511627906977,0.0049999999993665,0.0555555554773492,224,577.0
ICICI Prudential Life Insurance Company Limited,Financial Services,709817905918.0576,7886.865621311751,"Financial intermediation, except insurance and pension funding",0.005,39.43432810655876,0.004999999999366,0.0555555554772882,225,578.0
Crompton Greaves Consumer Electricals Limited,Other Business Services,70289386368.1791,780.9931818686566,Other business activities,0.05,39.04965909343284,0.0499999999359789,0.555555547651723,226,313.0
GODREJ AGROVET LIMITED,Other Business Services,70090654326.27406,778.7850480697118,Other business activities,0.05,38.9392524034856,0.0499999999357974,0.5555555476293128,227,314.0
Bajaj Finance Limited,Financial Services,697342906774.7539,7748.254519719488,"Financial intermediation, except insurance and pension funding",0.005,38.74127259859744,0.0049999999993546,0.055555555475888,228,579.0
TRIDENT LIMITED,Other Business Services,69658899772.67415,773.987775251935,Other business activities,0.05,38.69938876259676,0.0499999999353995,0.555555547580185,229,315.0
Electronics Mart India Limited,Other Business Services,69647424164.52441,773.8602684947157,Other business activities,0.05,38.69301342473579,0.0499999999353888,0.5555555475788709,230,316.0
Triveni Engineering & Industries Limited,Other Business Services,69638625429.0,773.7625047666667,Other business activities,0.05,38.688125238333335,0.05,0.5555555555555556,231,139.0
KOTAK MAHINDRA BANK LIMITED,Financial Services,678806737082.5007,7542.297078694452,"Financial intermediation, except insurance and pension funding",0.005,37.711485393472266,0.004999999999337,0.0555555554737125,232,580.0
Lloyds Metals and Energy Limited,Other Business Services,67727220762.32858,752.5246751369842,Other business activities,0.05,37.62623375684921,0.0499999999335569,0.5555555473527156,233,317.0
Indian Renewable Energy Development Agency Limited,Other Business Services,67552914798.20628,750.5879422022921,Other business activities,0.05,37.52939711011461,0.0499999999333855,0.5555555473315501,234,318.0
GODFREY PHILLIPS INDIA LIMITED,Other Business Services,67349311583.43508,748.3256842603898,Other business activities,0.05,37.416284213019495,0.0499999999331841,0.5555555473066881,235,319.0
Prism Johnson Limited,Other Business Services,67256894692.58392,747.2988299175992,Other business activities,0.05,37.36494149587996,0.0499999999330923,0.5555555472953534,236,320.0
Triveni Engineering  Industries Limited,Other Business Services,66553990575.95521,739.4887841772801,Other business activities,0.05,36.974439208864005,0.0499999999323857,0.555555547208114,237,321.0
Mahindra Lifespace Developers Limited,Automobile,32983239014.647137,366.4804334960793,Construction,0.1,36.64804334960793,0.0999999997271341,1.1111110774239683,238,131.0
G R Infraprojects Limited,Other Business Services,65155698561.38938,723.9522062376598,Other business activities,0.05,36.19761031188299,0.0499999999309346,0.5555555470289714,239,322.0
Hitachi Energy India Limited,Other Business Services,63849728112.3227,709.4414234702522,Other business activities,0.05,35.47207117351261,0.049999999929522,0.5555555468545702,240,323.0
JAI BALAJI INDUSTRIES LIMITED,Other Business Services,63508039780.02647,705.6448864447385,Other business activities,0.05,35.28224432223693,0.0499999999291428,0.555555546807757,241,324.0
Star Cement Limited,Cement,31738009283.135635,352.644547590396,Construction,0.1,35.2644547590396,0.0999999997164283,1.1111110761022651,242,132.0
Sterling and Wilson Renewable Energy Limited,Other Business Services,63019744048.760735,700.2193783195637,Other business activities,0.05,35.01096891597819,0.0499999999285938,0.5555555467399764,243,325.0
Thermax Limited,Other Business Services,62541400266.58834,694.9044474065371,Other business activities,0.05,34.74522237032686,0.0499999999280476,0.555555546672551,244,326.0
Jubilant FoodWorks Limited,Other Business Services,61046694982.06974,678.296610911886,Other business activities,0.05,33.9148305455943,0.0499999999262859,0.555555546455054,245,327.0
Tata Teleservices (Maharashtra) Limited,Other Business Services,60555326460.0,672.8369606666666,Other business activities,0.05,33.64184803333333,0.05,0.5555555555555555,246,139.0
Thomas Cook  (India)  Limited,Other Business Services,60555326460.0,672.8369606666666,Other business activities,0.05,33.64184803333333,0.05,0.5555555555555555,247,139.0
SUPREME PETROCHEM LIMITED,Other Business Services,60016343544.3,666.8482616033334,Other business activities,0.05,33.34241308016667,0.0499999999250204,0.555555546298818,248,328.0
Genus Power Infrastructures Limited,Power,24419877408.05604,271.33197120062266,Production of electricity by coal,0.12,32.55983654407472,0.1199999995577373,1.3333332787330068,249,83.0
CreditAccess Grameen Limited,Other Business Services,57559250417.7608,639.547226864009,Other business activities,0.05,31.97736134320045,0.0499999999218196,0.5555555459036658,250,329.0
Blue Dart Express Limited,Other Business Services,57201832191.007866,635.5759132334207,Other business activities,0.05,31.77879566167104,0.0499999999213311,0.5555555458433571,251,330.0
Bajaj Holdings & Investment Limited,Financial Services,557697236745.0,6196.635963833333,"Financial intermediation, except insurance and pension funding",0.005,30.98317981916667,0.005,0.0555555555555555,252,560.0
UCO BANK,Financial Services,557697236745.0,6196.635963833333,"Financial intermediation, except insurance and pension funding",0.005,30.98317981916667,0.005,0.0555555555555555,253,560.0
Indian Bank,Financial Services,557697236745.0,6196.635963833333,"Financial intermediation, except insurance and pension funding",0.005,30.98317981916667,0.005,0.0555555555555555,254,560.0
L&T Finance Limited,Financial Services,557697236745.0,6196.635963833333,"Financial intermediation, except insurance and pension funding",0.005,30.98317981916667,0.005,0.0555555555555555,255,560.0
Bank of Baroda,Financial Services,557697236745.0,6196.635963833333,"Financial intermediation, except insurance and pension funding",0.005,30.98317981916667,0.005,0.0555555555555555,256,560.0
Authum Investment & Infrastructure Limited,Financial Services,557697236745.0,6196.635963833333,"Financial intermediation, except insurance and pension funding",0.005,30.98317981916667,0.005,0.0555555555555555,257,560.0
Coforge Limited,Other Business Services,55567271862.36422,617.4141318040469,Other business activities,0.05,30.870706590202342,0.049999999919017,0.5555555455576643,258,331.0
PNC Infratech Limited,Other Business Services,55131212311.4306,612.5690256825623,Other business activities,0.05,30.628451284128115,0.0499999999183765,0.5555555454785861,259,332.0
One 97 Communications Limited,Other Business Services,55043238993.71069,611.5915443745632,Other business activities,0.05,30.57957721872816,0.049999999918246,0.5555555454624804,260,333.0
JBM Auto Limited,Other Business Services,54723465754.29259,608.0385083810287,Other business activities,0.05,30.40192541905144,0.0499999999177683,0.5555555454035022,261,334.0
Maharashtra Seamless Limited,Other Business Services,54631403189.008,607.0155909889778,Other business activities,0.05,30.35077954944889,0.0499999999176297,0.5555555453863944,262,335.0
PVR INOX LIMITED,Other Business Services,54424549934.1367,604.7172214904078,Other business activities,0.05,30.235861074520397,0.0499999999173167,0.5555555453477441,263,336.0
Dixon Technologies India Limited,Other Business Services,54181250000.0,602.0138888888889,Other business activities,0.05,30.100694444444446,0.0499999999169454,0.5555555453019062,264,337.0
Balrampur Chini Mills Limited,Other Business Services,54153785508.76743,601.7087278751937,Other business activities,0.05,30.08543639375969,0.0499999999169033,0.5555555452967059,265,338.0
Finolex Cables Limited,Other Business Services,53189106114.31104,590.9900679367894,Other business activities,0.05,29.54950339683947,0.0499999999153962,0.5555555451106433,266,339.0
V-GUARD INDUSTRIES LIMITED,Other Business Services,53087786896.64765,589.8642988516406,Other business activities,0.05,29.49321494258203,0.0499999999152347,0.555555545090709,267,340.0
Astral Limited,Other Business Services,52960103510.35104,588.445594559456,Other business activities,0.05,29.422279727972803,0.0499999999150303,0.5555555450654789,268,341.0
ZENSAR TECHNOLOGIES LIMITED,Other Business Services,52802220558.88224,586.691339543136,Other business activities,0.05,29.3345669771568,0.0499999999147763,0.5555555450341128,269,342.0
Sundram Fasteners Limited,Other Business Services,52097365948.91672,578.8596216546302,Other business activities,0.05,28.942981082731517,0.0499999999136232,0.5555555448917623,270,343.0
Tata Technologies Limited,Other Business Services,51685144783.81595,574.2793864868439,Other business activities,0.05,28.7139693243422,0.0499999999129343,0.5555555448067119,271,344.0
AstraZeneca Pharma India Limited,Pharmaceuticals,17162616962.347485,190.6957440260832,Chemicals nec,0.15,28.604361603912476,0.1499999992134066,1.6666665695563847,272,62.0
LAURUS LABS LIMITED,Other Business Services,51269820824.19096,569.664675824344,Other business activities,0.05,28.4832337912172,0.049999999912229,0.5555555447196382,273,345.0
Garden Reach Shipbuilders  Engineers Limited,Other Business Services,50759179265.658745,563.9908807295416,Other business activities,0.05,28.19954403647708,0.049999999911346,0.555555544610628,274,346.0
Brigade Enterprises Limited,Other Business Services,50742077109.48834,563.8008567720927,Other business activities,0.05,28.19004283860464,0.0499999999113162,0.5555555446069391,275,347.0
ISGEC Heavy Engineering Limited,Other Business Services,50000000000.0,555.5555555555555,Other business activities,0.05,27.77777777777778,0.04999999991,0.5555555444444447,276,348.0
"Adani Airports (Mumbai, Ahmedabad, 6 others)",Other Business Services,50000000000.0,555.5555555555555,Other business activities,0.05,27.77777777777778,0.05,0.5555555555555556,277,139.0
Castrol India Limited,Other Business Services,50000000000.0,555.5555555555555,Other business activities,0.05,27.77777777777778,0.05,0.5555555555555556,278,139.0
SKF INDIA LIMITED,Other Business Services,49199040240.30624,546.6560026700693,Other business activities,0.05,27.332800133503465,0.0499999999085348,0.5555555442635559,279,349.0
Ratnamani Metals  Tubes Limited,Other Business Services,48831958762.886604,542.577319587629,Other business activities,0.05,27.128865979381448,0.0499999999078472,0.5555555441786713,280,350.0
BAJAJ ELECTRICALS LIMITED,Other Business Services,48282987302.676735,536.4776366964081,Other business activities,0.05,26.82388183482041,0.0499999999067994,0.5555555440493175,281,351.0
KIOCL Limited,Oil & Gas,5896516665.241037,65.51685183601153,Mining of coal and lignite; extraction of peat,0.4,26.20674073440461,0.3999999938947006,4.444443690703898,282,32.0
ALKYL AMINES CHEMICALS LIMITED,Chemicals,15718203602.0451,174.64670668939,Chemicals nec,0.15,26.197006003408497,0.1499999991411232,1.6666665606325035,283,63.0
Kajaria Ceramics Limited,Other Business Services,46350009591.38626,515.0001065709585,Other business activities,0.05,25.750005328547925,0.0499999999029126,0.5555555435694622,284,352.0
NBCC (India) Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,285,139.0
Century Plyboards (India) Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,286,139.0
Dr. Reddy's Laboratories Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,287,139.0
Safari Industries (India) Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,288,139.0
Jindal Saw Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,289,139.0
Siemens Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,290,139.0
Narayana Hrudayalaya Ltd.,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,291,139.0
LTIMindtree Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,292,139.0
JK Tyre & Industries Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,293,139.0
KSB Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,294,139.0
Schaeffler India Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,295,139.0
DIVI'S LABORATORIES LIMITED,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,296,139.0
Mahindra & Mahindra Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,297,139.0
Sanofi India Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,298,139.0
Larsen & Toubro Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,299,139.0
Cochin Shipyard Limited,Other Business Services,45278508144.46703,503.0945349385226,Other business activities,0.05,25.15472674692613,0.0499999999006151,0.5555555432858151,300,353.0
Minda Corporation Limited,Other Business Services,45000000000.0,500.0,Other business activities,0.05,25.0,0.05,0.5555555555555556,301,139.0
JSW Infrastructure Limited,Other Business Services,44761530942.10773,497.35034380119697,Other business activities,0.05,24.86751719005985,0.0499999998994672,0.5555555431441047,302,354.0
3M INDIA LIMITED,Other Business Services,44455087999.39179,493.9454222154644,Other business activities,0.05,24.69727111077322,0.0499999998987742,0.5555555430585487,303,355.0
Shoppers Stop Limited,Retail,44355850065.12289,492.8427785013654,Other business activities,0.05,24.64213892506827,0.0499999998985477,0.555555543030589,304,356.0
KPR MILL LIMITED,Other Business Services,44008549222.79793,488.9838802533103,Other business activities,0.05,24.449194012665515,0.0499999998977471,0.5555555429317461,305,357.0
IDFC FIRST Bank Limited,Financial Services,435239648012.65576,4835.996089029509,"Financial intermediation, except insurance and pension funding",0.005,24.179980445147542,0.004999999998966,0.0555555554279119,306,581.0
Asahi India Glass Limited,Other Business Services,43116100731.34601,479.0677859038445,Other business activities,0.05,23.953389295192228,0.0499999998956306,0.5555555426704493,307,358.0
Sobha Limited,Other Business Services,42025135276.09362,466.94594751215135,Other business activities,0.05,23.347297375607567,0.0499999998929212,0.5555555423359541,308,359.0
HONEYWELL AUTOMATION INDIA LIMITED,Other Business Services,41898052115.58308,465.5339123953675,Other business activities,0.05,23.276695619768372,0.0499999998925964,0.555555542295857,309,360.0
Shriram Finance Limited,Financial Services,418632991803.2786,4651.477686703096,"Financial intermediation, except insurance and pension funding",0.005,23.25738843351548,0.004999999998925,0.0555555554228484,310,582.0
JUBILANT INGREVIA LIMITED,Other Business Services,41776151901.81807,464.1794655757564,Other business activities,0.05,23.20897327878782,0.049999999892283,0.5555555422571661,311,361.0
Godrej Industries Limited,Other Business Services,41712186264.68196,463.468736274244,Other business activities,0.05,23.1734368137122,0.0499999998921178,0.555555542236773,312,362.0
NUVAMA WEALTH MANAGEMENT LIMITED,Other Business Services,41693087996.98102,463.2565332997891,Other business activities,0.05,23.162826664989456,0.0499999998920684,0.555555542230672,313,363.0
Finolex Industries Limited,Other Business Services,41419686173.40705,460.2187352600784,Other business activities,0.05,23.01093676300392,0.049999999891356,0.5555555421427176,314,364.0
Aster DM Healthcare Limited,Other Business Services,41384567768.32813,459.8285307592015,Other business activities,0.05,22.99142653796008,0.0499999998912638,0.5555555421313357,315,365.0
General Insurance Corporation of India,Financial Services,410413131313.13135,4560.145903479237,"Financial intermediation, except insurance and pension funding",0.005,22.800729517396185,0.0049999999989035,0.0555555554201906,316,583.0
Akzo Nobel India Limited,Other Business Services,40912610032.8773,454.58455592085886,Other business activities,0.05,22.729227796042945,0.0499999998900094,0.5555555419764772,317,366.0
Tanla Platforms Limited,Other Business Services,40286090686.274506,447.6232298474945,Other business activities,0.05,22.381161492374726,0.0499999998882989,0.5555555417652986,318,367.0
Can Fin Homes Limited,Other Business Services,39866666666.66667,442.9629629629631,Other business activities,0.05,22.148148148148152,0.0499999998871237,0.5555555416202159,319,368.0
Sun TV Network Limited,Media & Entertainment,38787021484.375,430.96690538194446,Other business activities,0.05,21.548345269097226,0.0499999998839818,0.5555555412323228,320,369.0
Jupiter Wagons Limited,Other Business Services,38706395645.74654,430.071062730517,Other business activities,0.05,21.50355313652585,0.0499999998837401,0.5555555412024872,321,370.0
BEML Limited,Other Business Services,38392299959.09212,426.5811106565791,Other business activities,0.05,21.32905553282896,0.049999999882789,0.5555555410850618,322,371.0
ZF Commercial Vehicle Control Systems India Limited,Other Business Services,38040920532.724594,422.67689480805103,Other business activities,0.05,21.13384474040255,0.0499999998817063,0.5555555409513996,323,372.0
HFCL Limited,Other Business Services,37952409368.939285,421.6934374326587,Other business activities,0.05,21.08467187163293,0.0499999998814304,0.5555555409173402,324,373.0
Narayana Hrudayalaya Ltd,Healthcare,37323085131.61015,414.70094590677945,Other business activities,0.05,20.735047295338973,0.0499999998794311,0.5555555406705175,325,374.0
Infibeam Avenues Limited,Other Business Services,37256786500.36685,413.96429444852055,Other business activities,0.05,20.69821472242603,0.0499999998792166,0.5555555406440297,326,375.0
YES Bank Limited,Financial Services,367546564593.3015,4083.8507177033503,"Financial intermediation, except insurance and pension funding",0.005,20.419253588516757,0.0049999999987756,0.0555555554044031,327,584.0
Syngene International Limited,Other Business Services,36424031199.40663,404.7114577711848,Other business activities,0.05,20.23557288855924,0.0499999998764551,0.5555555403031104,328,376.0
Ramkrishna Forgings Limited,Other Business Services,36342959991.206856,403.8106665689651,Other business activities,0.05,20.190533328448254,0.0499999998761796,0.5555555402690864,329,377.0
Inox Wind Limited,Other Business Services,35617128463.47607,395.7458718164007,Other business activities,0.05,19.78729359082004,0.0499999998736563,0.5555555399575678,330,378.0
"Aditya Birla Fashion (Allen Solly, Peter England)",Other Business Services,35000000000.0,388.8888888888889,Other business activities,0.05,19.444444444444446,0.05,0.5555555555555556,331,139.0
BATA INDIA LIMITED,Other Business Services,34881348036.885635,387.5705337431737,Other business activities,0.05,19.378526687158686,0.0499999998709912,0.5555555396285468,332,379.0
SARDA ENERGY  MINERALS LIMITED,Other Business Services,34841700928.82273,387.13001032025255,Other business activities,0.05,19.35650051601263,0.0499999998708444,0.5555555396104231,333,380.0
Railtel Corporation of India Limited,Other Business Services,34774912989.78332,386.3879221087036,Other business activities,0.05,19.319396105435175,0.0499999998705963,0.5555555395797992,334,381.0
INDIAN OVERSEAS BANK,Financial Services,336750416371.3678,3741.6712930151975,"Financial intermediation, except insurance and pension funding",0.005,18.708356465075987,0.0049999999986636,0.05555555539058,335,585.0
Cholamandalam Financial Holdings Limited,Financial Services,334568965517.2414,3717.432950191571,"Financial intermediation, except insurance and pension funding",0.005,18.587164750957854,0.0049999999986549,0.0555555553895044,336,586.0
Bharat Dynamics Limited,Other Business Services,33450893172.350487,371.6765908038943,Other business activities,0.05,18.583829540194717,0.0499999998654744,0.5555555389474627,337,382.0
360 ONE WAM LIMITED,Other Business Services,32954457104.55764,366.1606344950849,Other business activities,0.05,18.308031724754244,0.0499999998634479,0.5555555386972734,338,383.0
Praj Industries Limited,Other Business Services,32279484638.2557,358.6609404250633,Other business activities,0.05,17.933047021253167,0.0499999998605925,0.5555555383447622,339,384.0
KNR Constructions Limited,Other Business Services,31762893847.92107,352.9210427546786,Other business activities,0.05,17.64605213773393,0.0499999998583252,0.5555555380648464,340,385.0
Timken India Limited,Other Business Services,31478148965.35273,349.75721072614147,Other business activities,0.05,17.487860536307075,0.0499999998570436,0.5555555379066291,341,386.0
Emami Limited,Other Business Services,31235130346.747658,347.05700385275173,Other business activities,0.05,17.352850192637586,0.0499999998559314,0.5555555377693151,342,387.0
Mahindra Holidays  Resorts India Limited,Automobile,15449122023.55393,171.65691137282144,Construction,0.1,17.165691137282145,0.0999999994174426,1.1111110391904522,343,133.0
SUMITOMO CHEMICAL INDIA LIMITED,Other Business Services,30608265521.315243,340.0918391257249,Other business activities,0.05,17.004591956286244,0.0499999998529808,0.5555555374050485,344,388.0
Engineers India Limited,Other Business Services,30283525470.70541,336.4836163411712,Other business activities,0.05,16.82418081705856,0.0499999998514043,0.5555555372104148,345,389.0
GRANULES INDIA LIMITED,Other Business Services,30277663230.24055,336.4184803360061,Other business activities,0.05,16.820924016800305,0.0499999998513755,0.5555555372068628,346,390.0
Britannia Industries,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,347,139.0
Hatsun Agro Products,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,348,139.0
Bombay Dyeing,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,349,139.0
JK Paper,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,350,139.0
