Company_Name,NSE_Symbol,BSE_Code,Sector,Market_Cap_Cr,BRSR_PDF_URL,BRSR_XBRL_URL,Submission_Date,Has_BRSR,Priority,Data_Source_Expected,Source,Revenue_Cr,Website
3M INDIA LIMITED,3MINDIA,,Diversified,36223.94398,https://nsearchives.nseindia.com/corporate/3MINDIALTD_05082025104652_3MINDIABRSRPDF.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502360_05082025104710_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
AIA ENGINEERING LIMITED,AIAENG,,Capital Goods,36170.41642,https://nsearchives.nseindia.com/corporate/AIAENG_21082025152230_SubmissionofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515668_21082025032253_WEB.xml,21-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Poonawalla Fincorp Limited,POONAWALLA,,Financial Services,36025.34028,https://nsearchives.nseindia.com/corporate/TUSHARPOONAWALLA_08072025003016_PFL_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478432_08072025123050_WEB.xml,08-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Escorts Kubota Limited,ESCORTS,,Capital Goods,35881.80384,https://nsearchives.nseindia.com/corporate/ESCORTS2_20062025183053_EKL_2025_06_20_BRSR_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469149_20062025063118_WEB.xml,20-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Coforge Limited,COFORGE,,Information Technology,35697.5742,https://nsearchives.nseindia.com/corporate/COFORGE_29082025145633_Intimation_of_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519135_29082025025645_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
COROMANDEL INTERNATIONAL LIMITED,COROMANDEL,,Chemicals,35300.91249,https://nsearchives.nseindia.com/corporate/COROMANDELINT_02072025223937_CIL_letter_SD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476674_02072025104057_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
LIC Housing Finance Limited,LICHSGFIN,,Financial Services,35090.41939,https://nsearchives.nseindia.com/corporate/LICHSGFIN_05082025194123_BRSR_FY2024_25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503350_05082025074644_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Biocon Limited,BIOCON,,Healthcare,34714.22649,https://nsearchives.nseindia.com/corporate/Biocon2_17072025151850_Biocon_AGM_Intimation_SEs.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485318_17072025031916_WEB.xml,17-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Mahindra & Mahindra Financial Services Limited,M&MFIN,,Financial Services,34587.25382,https://nsearchives.nseindia.com/corporate/M_MFIN_27062025132005_MMFSL_BRSR_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472846_27062025012013_WEB.xml,27-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GLOBAL HEALTH LIMITED,MEDANTA,,Healthcare,34043.09516,https://nsearchives.nseindia.com/corporate/MEDANTA21_25082025190325_GHLBRSRINTIMATION25AUG2025FINALSIGNED.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517236_25082025070417_WEB.xml,25-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Nippon Life India Asset Management Limited,NAM-INDIA,,Financial Services,33956.54128,https://nsearchives.nseindia.com/corporate/RNLAM_25062025184442_Intimationletter_BRSR_Final.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1471247_25062025064527_WEB.xml,25-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Exide Industries Limited,EXIDEIND,,Automobile and Auto Components,33776.75407,https://nsearchives.nseindia.com/corporate/EXIDEIND_02072025154650_FinalSEANNUALREPORT_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476363_02072025034714_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Hitachi Energy India Limited,POWERINDIA,,Capital Goods,33461.93982,https://nsearchives.nseindia.com/corporate/HitachiEnergy_24072025163636_SEBRSR_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1492334_24072025043706_WEB.xml,24-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Max Financial Services Limited,MFSL,,Financial Services,33350.86735,https://nsearchives.nseindia.com/corporate/Max_25082025155324_SEDBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516988_25082025035418_WEB.xml,25-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Fortis Healthcare Limited,FORTIS,,Healthcare,33045.74571,https://nsearchives.nseindia.com/corporate/FORTIS_14072025190029_IntimationannualreportAGMnotice.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482494_14072025070048_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KEI INDUSTRIES LIMITED,KEI,,Capital Goods,33018.45075,https://nsearchives.nseindia.com/corporate/KEI_07072025173957_BRSRDSC.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478230_07072025054040_WEB.xml,07-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Crisil Limited,CRISIL,,Financial Services,32536.10662,https://nsearchives.nseindia.com/corporate/CRISIL_04042025183902_BRSR_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1408608_04042025063920_WEB.xml,04-Apr-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NLC India Limited,NLCINDIA,,Power,32265.45561,https://nsearchives.nseindia.com/corporate/NLCINDIA_05092025000136_Intimation69thBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523314_05092025120504_WEB.xml,05-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Jubilant FoodWorks Limited,JUBLFOOD,,Consumer Services,32253.6089,https://nsearchives.nseindia.com/corporate/JUBLFOOD_01082025192521_JFLBRSR01082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500652_01082025072850_WEB.xml,01-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Bandhan Bank Limited,BANDHANBNK,,Financial Services,32202.76208,https://nsearchives.nseindia.com/corporate/BANDHANBNK_30072025205143_SE_AGM_Notice_AnnualReport_30072025_sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1498590_30072025085213_WEB.xml,30-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Lloyds Metals and Energy Limited,LLOYDSME,,Metals & Mining,32200.70288,https://nsearchives.nseindia.com/corporate/LLOYDSME_17062025145727_20250509_Intimation_of_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467506_17062025025923_WEB.xml,09-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Star Health and Allied Insurance Company Limited,STARHEALTH,,Financial Services,32143.07223,https://nsearchives.nseindia.com/corporate/STARHEALTH_28082025200410_BRSRFY2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518877_28082025080440_WEB.xml,28-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JK CEMENT LIMITED,JKCEMENT,,Construction Materials,32028.10651,https://nsearchives.nseindia.com/corporate/JKCEMENT_04072025181554_BRSR_Report.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477512_04072025065647_WEB.xml,04-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Tata Investment Corporation Limited,TATAINVEST,,Financial Services,31919.21481,https://nsearchives.nseindia.com/corporate/TATAINVEST_04072025114536_TICL_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477162_04072025114546_WEB.xml,04-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Delhivery Limited,DELHIVERY,,Services,31863.98746,https://nsearchives.nseindia.com/corporate/DELHIVERYLTD_08082025203001_BRSR_FY25_Final.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1507594_08082025083114_WEB.xml,08-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Deepak Nitrite Limited,DEEPAKNTR,,Chemicals,31626.08094,https://nsearchives.nseindia.com/corporate/DEEPAKNTR_23072025215148_Deepak_Nitrite_IR_2024-25_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1491834_23072025100242_WEB.xml,23-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Cochin Shipyard Limited,COCHINSHIP,,Capital Goods,31587.30718,https://nsearchives.nseindia.com/corporate/Aswi4739_02092025170010_SE_Intimation_BRSR_2025_to_upload_sd.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521457_02092025050024_WEB.xml,02-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Apollo Tyres Limited,APOLLOTYRE,,Automobile and Auto Components,31306.37172,https://nsearchives.nseindia.com/corporate/APOLLOTYRE1_08072025162747_intimationbrsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478739_08072025043023_WEB.xml,08-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Metro Brands Limited,,,,30831.17432,https://nsearchives.nseindia.com/corporate/METROBRAND_25082025213036_BRSR_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517352_25082025093051_WEB.xml,25-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Ipca Laboratories Limited,IPCALAB,,Healthcare,30633.23358,https://nsearchives.nseindia.com/corporate/IPCALAB_11072025142934_IpcaBRSRReport2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1480751_11072025022949_WEB.xml,11-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
GLAND PHARMA LIMITED,GLAND,,Healthcare,30332.2853,https://nsearchives.nseindia.com/corporate/GLAND_31072025173044_BRSR_FY25_Final.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499287_31072025053918_WEB.xml,31-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
HINDUSTAN COPPER LIMITED,HINDCOPPER,,Metals & Mining,30150.98344,https://nsearchives.nseindia.com/corporate/HINDCOPPERMKD_29082025155022_LettertoBSENSE_BRSR202425_29082025_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519197_29082025035236_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Motherson Sumi Wiring India Limited,MSUMI,,Automobile and Auto Components,30099.62168,https://nsearchives.nseindia.com/corporate/MSWIL_05082025223927_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503539_05082025104538_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Go Digit General Insurance Limited,GODIGIT,,Financial Services,29524.74332,https://nsearchives.nseindia.com/corporate/GODIGIT_14072025223729_GDGIL_Intimation_Notice_AR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482626_14072025104409_WEB.xml,14-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Motilal Oswal Financial Services Limited,MOTILALOFS,,Financial Services,29195.65761,https://nsearchives.nseindia.com/corporate/MOTILALOFS_23062025202533_MOFSL_BRSR_FY_2024_2025_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469947_23062025082600_WEB.xml,23-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,,Automobile and Auto Components,28759.5684,https://nsearchives.nseindia.com/corporate/WABCOINDIA_30072025165524_SdSEBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497938_30072025045920_WEB.xml,30-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Endurance Technologies Limited,ENDURANCE,,Automobile and Auto Components,28612.75597,https://nsearchives.nseindia.com/corporate/ENDURANCE_18072025174035_2025_07_18___SE_intimation_-_Annual_Report_and_AGM_Notice.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486859_18072025054104_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
One 97 Communications Limited,PAYTM,,Financial Services,28499.38638,https://nsearchives.nseindia.com/corporate/PAYTM_06082025105925_BRSR31032025_Signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503608_06082025105945_WEB.xml,06-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Syngene International Limited,SYNGENE,,Healthcare,28406.30065,https://nsearchives.nseindia.com/corporate/SYNGENE3_28062025222529_IntimationofBRSRFY2025SE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474145_28062025102607_WEB.xml,28-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Glenmark Pharmaceuticals Limited,GLENMARK,,Healthcare,28146.81872,https://nsearchives.nseindia.com/corporate/GLENMARK_29082025194521_SE_BRSR1_29082025_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519634_29082025074547_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Ajanta Pharma Limited,,,,28095.92724,https://nsearchives.nseindia.com/corporate/AJANTPHARM_19062025142808_AnnualReportFY202518062025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468387_19062025022821_WEB.xml,18-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
APAR Industries Limited,APARINDS,,Capital Goods,27745.44552,https://nsearchives.nseindia.com/corporate/APARINDSHM_10072025143638_BRSR-FY25.PDF,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479989_10072025023721_WEB.xml,10-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Godrej Industries Limited,GODREJIND,,Diversified,27701.04944,https://nsearchives.nseindia.com/corporate/Anupama_19072025181244_BSENSEBRSRFY2025_19072025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1487968_19072025061349_WEB.xml,18-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Blue Star Limited,BLUESTARCO,,Consumer Durables,27560.38051,https://nsearchives.nseindia.com/corporate/BLUESTARCO_11072025205146_SEIntimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481346_11072025085159_WEB.xml,11-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
K.P.R. MILL LIMITED,KPRMILL,,Textiles,27473.80047,https://nsearchives.nseindia.com/corporate/KPRMILL_01072025115107_BRSR31032025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475479_01072025115120_WEB.xml,01-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
TATA CHEMICALS LIMITED,TATACHEM,,Chemicals,27256.04279,https://nsearchives.nseindia.com/corporate/TATACHEMYS_24062025123338_Tata_Chemicals_BRSRfinal.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470102_24062025123403_WEB.xml,24-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
360 ONE WAM LIMITED,360ONE,,Financial Services,26231.51246,https://nsearchives.nseindia.com/corporate/IIFLWAM_14082025205908_20250814BRSR2425signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1513721_14082025090001_WEB.xml,14-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
KIOCL Limited,,,,26109.45649,https://nsearchives.nseindia.com/corporate/KIOCL_30102025125301_9cecda78-6e61-46f3-a498-cb7a654e1d92.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1561070_30102025125314_WEB.xml,30-Oct-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Narayana Hrudayalaya Ltd.,NH,,Healthcare,25913.70592,https://nsearchives.nseindia.com/corporate/Narayana_08082025130806_NHSEletterBRSRFY25__1_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1506433_08082025010835_WEB.xml,08-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sun TV Network Limited,SUNTV,,Media Entertainment & Publication,25904.51171,https://nsearchives.nseindia.com/corporate/SUNTV1_28082025164658_BRSR_2024-25.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518671_28082025044708_WEB.xml,28-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
EIH Limited,EIHOTEL,,Consumer Services,25648.37134,https://nsearchives.nseindia.com/corporate/EIHOTEL01_12072025210149_brsr.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481708_12072025090215_WEB.xml,12-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Timken India Limited,TIMKEN,,Capital Goods,25135.59667,https://nsearchives.nseindia.com/corporate/TIMKEN_22072025144216_Letter.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1490198_22072025024240_WEB.xml,22-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Angel One Limited,ANGELONE,,Financial Services,25123.89704,https://nsearchives.nseindia.com/corporate/ANGEL8896_16052025212623_IntimationforfilingofBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1441759_16052025092640_WEB.xml,16-May-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Carborundum Universal Limited,CARBORUNIV,,Capital Goods,25116.62195,https://nsearchives.nseindia.com/corporate/CARBORUNIV_15072025230300_BRSR-SD.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483746_15072025110414_WEB.xml,15-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Grindwell Norton Limited,,,,24956.23399,https://nsearchives.nseindia.com/corporate/GRINDWELL_02072025122043_BRSR_GNO_SE_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476205_02072025122100_WEB.xml,02-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Vedant Fashions Limited,MANYAVAR,,Consumer Services,24849.57241,https://nsearchives.nseindia.com/corporate/MANYAVAR_12082025223450_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1510648_12082025103505_WEB.xml,12-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aditya Birla Fashion and Retail Limited,ABFRL,,Consumer Services,24707.64522,https://nsearchives.nseindia.com/corporate/ABFRL_29082025194528_BRSR_ABFRL.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519635_29082025074649_WEB.xml,29-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
SKF INDIA LIMITED,,,,24617.06293,https://nsearchives.nseindia.com/corporate/SKFINDIA23_09072025225339_NSE.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479738_09072025105407_WEB.xml,09-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Brigade Enterprises Limited,BRIGADE,,Realty,24439.48614,https://nsearchives.nseindia.com/corporate/BRIGADE_28072025212453_IntimationonIntegratedAnnualReport.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495843_28072025092850_WEB.xml,28-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Sundram Fasteners Limited,SUNDRMFAST,,Automobile and Auto Components,24428.6872,https://nsearchives.nseindia.com/corporate/SUNDRMFAST_26062025164134_SFLSELetterBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472046_26062025044335_WEB.xml,26-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Aarti Industries Limited,AARTIIND,,Chemicals,24145.30331,https://nsearchives.nseindia.com/corporate/AARTIIND_31072025224645_AARTIIND_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499783_31072025104656_WEB.xml,31-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Kansai Nerolac Paints Limited,KANSAINER,,Consumer Durables,23735.10888,https://nsearchives.nseindia.com/corporate/KANSAINER_24062025162719_SEintimationofBRSR_Signed__1_.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470402_24062025051516_WEB.xml,24-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
CreditAccess Grameen Limited,CREDITACC,,Financial Services,23633.66979,https://nsearchives.nseindia.com/corporate/CREDITACC_05072025220638_CAGL_BRSRReport_05072025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477853_05072025100653_WEB.xml,05-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
NBCC (India) Limited,NBCC,,Construction,23447.79512,https://nsearchives.nseindia.com/corporate/NBCC_02092025223453_Intimation_BRSR020292025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521882_02092025103613_WEB.xml,02-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Emami Limited,EMAMILTD,,Fast Moving Consumer Goods,22991.53873,https://nsearchives.nseindia.com/corporate/EMAMILTD_05082025162502_BRSR_FY_24-25_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502747_05082025042541_WEB.xml,05-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
JBM Auto Limited,JBMA,,Automobile and Auto Components,22854.55572,https://nsearchives.nseindia.com/corporate/JBMA_11082025221638_intimationBRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509081_11082025101705_WEB.xml,11-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
LAURUS LABS LIMITED,LAURUSLABS,,Healthcare,22602.14001,https://nsearchives.nseindia.com/corporate/LAURUSLABS_16072025191915_BRSR16072025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484742_16072025072233_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Radico Khaitan Limited,RADICO,,Fast Moving Consumer Goods,22412.33801,https://nsearchives.nseindia.com/corporate/RADICO_16072025115410_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483859_16072025115430_WEB.xml,16-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Ratnamani Metals & Tubes Limited,RATNAMANI,,Capital Goods,22163.96228,https://nsearchives.nseindia.com/corporate/RATNAMANI_12082025133100_RMTLBRSRFY20242512082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509272_12082025013430_WEB.xml,12-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Gillette India Limited,GILLETTE,,Fast Moving Consumer Goods,22081.07029,https://nsearchives.nseindia.com/corporate/GILLETTE_11082025113426_GILBRSR2025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1508093_11082025113439_WEB.xml,11-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Ircon International Limited,IRCON,,Construction,22038.69243,https://nsearchives.nseindia.com/corporate/IRCON_25082025125005_STEXINTIMATIONOFBRSR25082025.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516865_25082025125023_WEB.xml,25-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Cyient Limited,CYIENT,,Information Technology,21969.97027,https://nsearchives.nseindia.com/corporate/CYIENT_15092025150058_Annexure_1_BRSR.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1527196_15092025030230_WEB.xml,15-Sep-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Cyient Limited,CYIENT,,Information Technology,21969.97027,https://nsearchives.nseindia.com/corporate/CYIENT_19022025125655_BRSR2024.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1387421_19022025125706_WEB.xml,19-Feb-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Five-Star Business Finance Limited,FIVESTAR,,Financial Services,21500.98439,https://nsearchives.nseindia.com/corporate/FIVESTAR_18082025235715_Intimation_signed.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514501_18082025115737_WEB.xml,18-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Crompton Greaves Consumer Electricals Limited,CROMPTON,,Consumer Durables,20910.38065,https://nsearchives.nseindia.com/corporate/Crompton123_18062025225751_SEIntimationforAnnualReportdispatch_1.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468307_18062025105811_WEB.xml,18-Jun-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Relaxo Footwears Limited,RELAXO,,Consumer Durables,20900.73189,https://nsearchives.nseindia.com/corporate/RELAXO_04082025182856_Signed_StxIntimation_merged.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502018_04082025062929_WEB.xml,04-Aug-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
Cholamandalam Financial Holdings Limited,CHOLAHLDNG,,Financial Services,20827.19217,https://nsearchives.nseindia.com/corporate/CHOLAHLDNG_17072025193855_SE_Intimation.pdf,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485908_17072025073909_WEB.xml,17-Jul-25,Yes,TOP_500_MKTCAP,BRSR_XBRL,NSE_BRSR_Top500,,
