Company_Name,Revenue_INR,XBRL_Tag,Unit,Decimals,Source,FY_Year,Confidence,Candidates_Found,Revenue_Cr
JAI BALAJI INDUSTRIES LIMITED,64317802011.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,6431.7802011
JBM Auto Limited,54723321020.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,10,5472.332102
Jindal Saw Limited,179619683798.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,17961.9683798
Jindal Stainless Limited,408168800000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,40816.88
JINDAL STEEL  POWER LIMITED,500093900000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,4,50009.39
Jio Financial Services Limited,8055600000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,4,805.56
JK CEMENT LIMITED,110930000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,11093.0
JK LAKSHMI CEMENT LIMITED,63837818890.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,10,6383.781889
JK Tyre  Industries Limited,103494923845.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,9,10349.4923845
JM Financial Limited,10372672903.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,1037.2672903
JSW Energy Limited,126394936858.57,Turnover,INR,2,BRSR XBRL,2023-24,High,7,12639.493685857
JSW Infrastructure Limited,44761441970.05,Turnover,INR,2,BRSR XBRL,2023-24,High,9,4476.144197005
JSW Steel Limited,1336090000000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,133609.0
Jubilant FoodWorks Limited,61046661592.93,Turnover,INR,2,BRSR XBRL,2023-24,High,3,6104.666159293
JUBILANT INGREVIA LIMITED,41776161281.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,4177.6161281
Jubilant Pharmova Limited,72345000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,6,7234.5
Juniper Hotels Limited,9442725000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,944.2725
Jupiter Life Line Hospitals Limited,10599980000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,1059.998
Jupiter Wagons Limited,38706250000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,3870.625
Just Dial Limited,11419279304.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,1141.9279304
JYOTHY LABS LIMITED,28439200000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,8,2843.92
JYOTI CNC AUTOMATION LIMITED,16314701181.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,1631.4701181
Kajaria Ceramics Limited,46832400000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,4683.24
Kalpataru Projects International Limited,188880000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,18888.0
Kalyan Jewellers India Limited,216385950000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,6,21638.595
Kansai Nerolac Paints Limited,74967100000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,7496.71
KARUR VYSYA BANK LIMITED,115075924468.19,Turnover,INR,2,BRSR XBRL,2023-24,High,3,11507.592446819
Kaynes Technology India Limited,19154430000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,1915.443
KEC International Limited,218470000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,21847.0
KEI INDUSTRIES LIMITED,97358768286.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,9735.8768286
Keystone Realtors Limited,10104518676.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,1010.4518676
KFin Technologies Limited,10554990000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,1055.499
KIOCL Limited,18519977775.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,3,1851.9977775
Kirloskar Brothers Limited,29013914560.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,2901.391456
Kirloskar Oil Engines Limited,50727100000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,5072.71
KNR Constructions Limited,39706150070.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,8,3970.615007
KOTAK MAHINDRA BANK LIMITED,678808637000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,4,67880.8637
KPIT Technologies Limited,25639340000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,2563.934
KPI GREEN ENERGY LIMITED,17551575599.45,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,2,BRSR XBRL,2023-24,High,6,1755.157559945
KPR MILL LIMITED,43965100000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,11,4396.51
Krishna Institute of Medical Sciences Limited,122220543576.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,7,12222.0543576
KSB Limited,25330860000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,2533.086
Larsen  Toubro Limited,1425090090039.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,142509.0090039
Latent View Analytics Limited,3471250000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,347.125
LAURUS LABS LIMITED,52170000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,5217.0
Lemon Tree Hotels Limited,14503252215.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,1450.3252215
LIC Housing Finance Limited,280562200000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,28056.22
Life Insurance Corporation of India,9659695018172.98,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,965969.501817298
Linde India Limited,28456810000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,2845.681
Lloyds Metals and Energy Limited,78551123654.01,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,7855.112365401
LTIMindtree Limited,380081009632.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,38008.1009632
LT Finance Limited,159409800000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,2,15940.98
LT Technology Services Limited,106701063134.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,10670.1063134
Lupin Limited,1645850000000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,164585.0
MACROTECH DEVELOPERS LIMITED,137795000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,13779.5
Mahanagar Gas Limited,75900000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,2,7590.0
MAHARASHTRA SCOOTERS LIMITED,2235385027.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,7,223.5385027
Maharashtra Seamless Limited,55442764823.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,5544.2764823
Mahindra Holidays  Resorts India Limited,15449102000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,3,1544.9102
Mahindra Lifespace Developers Limited,32983932534.61,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,2,BRSR XBRL,2023-24,High,7,3298.393253461
Mahindra  Mahindra Financial Services Limited,160749600000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,6,16074.96
Mahindra  Mahindra Limited,1164836800000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,116483.68
Manappuram Finance Limited,69144700000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,6914.47
MANKIND PHARMA LIMITED,94978000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,9497.8
Man Infraconstruction Limited,7083300000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,9,708.33
Marico Limited,69240087111.34,Turnover,INR,2,BRSR XBRL,2023-24,High,1,6924.008711134
Maruti Suzuki India Limited,1519000793068.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,151900.0793068
Mastek Limited,345523000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,7,34552.3
Max Financial Services Limited,326137300000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,32613.73
MAX HEALTHCARE INSTITUTE LIMITED,70284600000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,7028.46
Mazagon Dock Shipbuilders Limited,114318819688.0,Turnover,INR,0,BRSR XBRL,2023-24,High,6,11431.8819688
MedPlus Health Services Limited,61360530000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,3,6136.053
Metropolis Healthcare Limited,12165430000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,1216.543
Metro Brands Limited,24496100000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,2449.61
Minda Corporation Limited,41443000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,4144.3
Mishra Dhatu Nigam Limited,11050229956.38,TotalRevenueOfTheCompany,INR,2,BRSR XBRL,2023-24,High,5,1105.0229956379999
MMTC LIMITED,53400000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,2,5.34
MOIL Limited,15849409452.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,1584.9409452
Motherson Sumi Wiring India Limited,93194037378.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,9319.4037378
Motilal Oswal Financial Services Limited,53593481700.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,5359.34817
Mphasis Limited,92710470000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,9271.047
MRF Limited,,,,,BRSR XBRL,2023-24,Not Found,0,
MUTHOOT FINANCE LIMITED,171559535440.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,17155.953544
Narayana Hrudayalaya Ltd,37322900000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,3732.29
NATCO Pharma Limited,44158000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,4415.8
NAVA LIMITED,16120307316.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,1612.0307316
Navin Fluorine International Limited,35546119400.0,AmountOfTotalSalesToDealersOrDistributors,INR,0,BRSR XBRL,2023-24,High,11,3554.61194
NBCC India Limited,87253555000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,8725.3555
NCC LIMITED,193920000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,19392.0
Nestle India Limited,243938887548.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,11,24393.8887548
NETWEB TECHNOLOGIES INDIA LIMITED,11490202125.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,10,1149.0202125
Neuland Laboratories Limited,15585805000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,1558.5805
Newgen Software Technologies Limited,13543539000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,1354.3539
NHPC Limited,105734090897.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,7,10573.4090897
Nippon Life India Asset Management Limited,23482888318.92,TotalRevenueOfTheCompany,INR,2,BRSR XBRL,2023-24,High,10,2348.288831892
NLC India Limited,152829800000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,4,15282.98
NMDC Limited,236880000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,23688.0
NMDC Steel Limited,,,,,BRSR XBRL,2023-24,Not Found,0,
NTPC LIMITED,1700373700000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,3,170037.37
NUVAMA WEALTH MANAGEMENT LIMITED,41693080000.08,RevenueFromOperations,INR,2,BRSR XBRL,2023-24,High,4,4169.308000008
Nuvoco Vistas Corporation Limited,1035666727876.44,Turnover,INR,2,BRSR XBRL,2023-24,High,11,103566.672787644
Oberoi Realty Limited,52862745303.0,Turnover,INR,0,BRSR XBRL,2023-24,High,4,5286.2745303
Oil India Limited,221300000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,22130.0
Olectra Greentech Limited,17630586092.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,1763.0586092
One 97 Communications Limited,76607989067.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,4,7660.7989067
Oracle Financial Services Software Limited,50991166640.41,Turnover,INR,2,BRSR XBRL,2023-24,High,11,5099.116664041
Page Industries Limited,493496000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,9,49349.6
PATANJALI FOODS LIMITED,342894014553.66,TotalRevenueOfTheCompany,INR,2,BRSR XBRL,2023-24,High,11,34289.401455365994
PB FINTECH LIMITED,52528969445.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,3,5252.8969445
Persistent Systems Limited,,,,,BRSR XBRL,2023-24,Not Found,0,
Petronet LNG Limited,533451700000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,53345.17
Pfizer Limited,23736786046.45,TotalRevenueOfTheCompany,INR,2,BRSR XBRL,2023-24,High,9,2373.678604645
Pidilite Industries Limited,131097822816.62,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,13109.782281662
Piramal Enterprises Limited,102695600000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,10269.56
Piramal Pharma Limited,52857084508.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,5285.7084508
PI INDUSTRIES LIMITED,75712000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,7571.2
PNB Housing Finance Limited,76612200000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,7661.22
PNC Infratech Limited,76991953368.62,RevenueFromOperations,INR,2,BRSR XBRL,2023-24,High,3,7699.195336862
Polycab India Limited,219140000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,21914.0
POLY MEDICURE LIMITED,16017997547.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,1601.7997547
Poonawalla Fincorp Limited,4222840000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,422.284
Power Finance Corporation Limited,531270000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,3,53127.0
Power Grid Corporation of India Limited,457923200000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,45792.32
Power Mech Projects Limited,44354198624.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,4435.4198624
Praj Industries Limited,34663000000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,9,3466.3
Prestige Estates Projects Limited,83150000000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,8315.0
Prism Johnson Limited,70685900000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,7,7068.59
Procter  Gamble Health Limited,11512600000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,1151.26
PTC Industries Limited,2466108718.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,246.6108718
PUNJAB NATIONAL BANK,1380701000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,138070.1
Punjab  Sind Bank,130489510865.91,Turnover,INR,2,BRSR XBRL,2023-24,High,5,13048.951086591
PVR INOX LIMITED,58970234389.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,5897.0234389
Quess Corp Limited,175412809524.16,TotalRevenueOfTheCompany,INR,2,BRSR XBRL,2023-24,High,7,17541.280952416
Radico Khaitan Limited,170985355930.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,17098.535593
Railtel Corporation of India Limited,35510000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,3551.0
Rail Vikas Nigam Limited,217325781949.31,RevenueFromOperations,INR,2,BRSR XBRL,2023-24,High,4,21732.578194931
RAJESH EXPORTS LIMITED,70851377000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,7085.1377
Ramkrishna Forgings Limited,36342991630.35,Turnover,INR,2,BRSR XBRL,2023-24,High,8,3634.2991630349998
RateGain Travel Technologies Limited,2798336144.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,279.8336144
Ratnamani Metals  Tubes Limited,48761408000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,4876.1408
RATTANINDIA ENTERPRISES LIMITED,1860158897.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,186.0158897
Raymond Limited,18146500000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,1814.65
RBL Bank Limited,178452500000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,17845.25
REC Limited,563670000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,56367.0
Redington Limited,993336500000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,9,99333.65
Redtape Limited,20637441000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,9,2063.7441
Relaxo Footwears Limited,30820800000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,3082.08
Reliance Industries Limited,5749564896449.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,3,574956.4896449
Reliance Infrastructure Limited,304250400000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,30425.04
RELIANCE POWER LIMITED,78926000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,2,7892.6
Responsive Industries Limited,,,,,BRSR XBRL,2023-24,Not Found,0,
RHI Magnesita India Ltd,28918601000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,2891.8601
RITES Limited,24389200000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,7,2438.92
Route Mobile Limited,8322077684.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,832.2077684
R R Kabel Limited,78947598790.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,7,7894.759879
Safari Industries India Limited,17715820825.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,9,1771.5820825
SAMVARDHANA MOTHERSON INTERNATIONAL LIMITED,1136626000000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,11,113662.6
Sandur Manganese  Iron Ores Limited,19385389714.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,1938.5389714
Sanofi India Limited,199961000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,11,19996.1
SAPPHIRE FOODS INDIA LIMITED,24510760000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,2451.076
SARDA ENERGY  MINERALS LIMITED,36038700000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,3603.87
SAREGAMA India Limited,10092127000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,4,1009.2127
SBFC Finance Limited,13051170845.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,1305.1170845
SBI Cards and Payment Services Limited,186371516864.07,Turnover,INR,2,BRSR XBRL,2023-24,High,5,18637.151686407
SBI Life Insurance Company Limited,849846290680.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,84984.629068
Schaeffler India Limited,80762900000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,8076.29
Schneider Electric Infrastructure Limited,26370000000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,11,2637.0
Sheela Foam Limited,,,,,BRSR XBRL,2023-24,Not Found,0,
SHIPPING CORPORATION OF INDIA LIMITED,5125665.68,EnergyIntensityPerRupeeOfTurnoverAdjustingForPurchasingPowerParity,GigajoulePerINR,INF,BRSR XBRL,2023-24,High,2,0.512566568
Shoppers Stop Limited,44356100000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,4435.61
Shree Renuka Sugars Limited,108327000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,10832.7
Shriram Finance Limited,418594699973.24,Turnover,INR,2,BRSR XBRL,2023-24,High,9,41859.469997324
Shyam Metalics and Energy Limited,151374972348.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,15137.4972348
Siemens Limited,204966000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,20496.6
Signatureglobal India Limited,24980198196.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,7,2498.0198196
SJVN Limited,28972652120.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,2897.265212
SKF INDIA LIMITED,49199011732.2,Turnover,INR,1,BRSR XBRL,2023-24,High,3,4919.90117322
Sobha Limited,44080900000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,11,4408.09
Solar Industries India Limited,44566030232.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,4456.6030232
Sonata Software Limited,101572514562.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,10157.2514562
Sona BLW Precision Forgings Limited,,,,,BRSR XBRL,2023-24,Not Found,0,
SRF LIMITED,116979651076.37,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,11697.965107637
Star Cement Limited,31739613000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,8,3173.9613
Star Health and Allied Insurance Company Limited,167813601496.39,Turnover,INR,2,BRSR XBRL,2023-24,High,3,16781.360149639
STATE BANK OF INDIA,5241927800000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,524192.78
Steel Authority of India Limited,1053745900000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,105374.59
Sterling and Wilson Renewable Energy Limited,63020000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,4,6302.0
SUMITOMO CHEMICAL INDIA LIMITED,30608310794.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,3060.8310794
SUNDARAM FINANCE LIMITED,65204400000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,6520.44
Sundram Fasteners Limited,52097400000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,5209.74
Sun Pharmaceutical Industries Limited,230033300000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,23003.33
Sun Pharma Advanced Research Company Limited,1050146000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,9,105.0146
Sun TV Network Limited,41483600000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,2,4148.36
Supreme Industries Limited,104462431090.35,Turnover,INR,2,BRSR XBRL,2023-24,High,11,10446.243109035
SUPREME PETROCHEM LIMITED,60233800000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,11,6023.38
SUZLON ENERGY LIMITED,108068901862.38,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,2,BRSR XBRL,2023-24,High,7,10806.890186238
Syngene International Limited,36424000000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,6,3642.4
Syrma SGS Technology Limited,37871933000.0,AmountOfTotalSalesForShareOfRelatedPartyTransactions,INR,0,BRSR XBRL,2023-24,High,7,3787.1933
Tamilnad Mercantile Bank Limited,61417529653.59,Turnover,INR,2,BRSR XBRL,2023-24,High,5,6141.752965359
Tanla Platforms Limited,40277215116.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,4027.7215116
TATA CHEMICALS LIMITED,154210000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,15421.0
TATA COMMUNICATIONS LIMITED,72778594892.0,Turnover,INR,0,BRSR XBRL,2023-24,High,1,7277.8594892
Tata Consultancy Services Limited,2553240000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,9,255324.0
Tata Consumer Products Limited,1035501805844.37,RevenueFromOperations,INR,2,BRSR XBRL,2023-24,High,11,103550.180584437
Tata Elxsi Limited,37290483000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,3729.0483
Tata Investment Corporation Limited,8065007000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,4,806.5007
Tata Motors Limited,718776150865.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,3,71877.6150865
Tata Steel Limited,1409326490479.66,Turnover,INR,2,BRSR XBRL,2023-24,High,9,140932.649047966
Tata Technologies Limited,51684500000.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,8,5168.45
Tata Teleservices Maharashtra Limited,13161487059.18,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,1316.1487059180001
TBO Tek Limited,5759430000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,575.943
Techno Electric  Engineering Company Limited,25772984000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,3,2577.2984
Tech Mahindra Limited,529883000000.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,5,52988.3
TEGA INDUSTRIES LIMITED,8950960000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,8,895.096
Tejas Networks Limited,,,,,BRSR XBRL,2023-24,Not Found,0,
Thermax Limited,62540700000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,6254.07
THE NEW INDIA ASSURANCE COMPANY LIMITED,436184000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,43618.4
THE PHOENIX MILLS LIMITED,4861208180.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,486.120818
The Ramco Cements Limited,138264043214.26,AmountOfTotalSales,INR,2,BRSR XBRL,2023-24,High,11,13826.404321426002
Thomas Cook  India  Limited,20737053965.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,2073.7053965
Timken India Limited,31478100000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,3,3147.81
TITAGARH RAIL SYSTEMS LIMITED,,,,,BRSR XBRL,2023-24,Not Found,0,
Titan Company Limited,548424179680.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,11,54842.417968
Torrent Pharmaceuticals Limited,96824391385.0,RevenueFromOperations,INR,0,BRSR XBRL,2023-24,High,10,9682.4391385
Torrent Power Limited,291652642339.36,Turnover,INR,2,BRSR XBRL,2023-24,High,11,29165.264233936
TRIDENT LIMITED,696589000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,7,69658.9
Triveni Engineering  Industries Limited,66553984151.0,Turnover,INR,0,BRSR XBRL,2023-24,High,11,6655.3984151
Triveni Turbine Limited,17952000000.0,Turnover,INR,0,BRSR XBRL,2023-24,High,6,1795.2
TTK PRESTIGE LIMITED,,,,,BRSR XBRL,2023-24,Not Found,0,
Tube Investments of India Limited,78925128060.91,TotalRevenueOfTheCompany,INR,2,BRSR XBRL,2023-24,High,11,7892.512806091
TVS Holdings Limited,16077700000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,1607.77
TVS Motor Company Limited,3239999.0,AmountOfTotalSales,INR,0,BRSR XBRL,2023-24,High,4,0.3239999
TVS Supply Chain Solutions Limited,21396500000.0,TotalRevenueOfTheCompany,INR,0,BRSR XBRL,2023-24,High,5,2139.65
UCO BANK,,,,,BRSR XBRL,2023-24,Not Found,0,
Ujjivan Small Finance Bank Limited,72005870179.0,Turnover,INR,0,BRSR XBRL,2023-24,High,5,7200.5870179
