Company_Name,Facility_ID,Facility_Type,Address,City,State,Country,Source,Estimated,Data_Tier,City_State_Key,Latitude,Longitude,Geocoded_Address,Geocoding_Method,Geocoding_Status
Axis Bank Limited,EST_8,Office,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_9,Data Center,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_10,Branch,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_11,Office,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_12,Data Center,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_13,Branch,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_14,Office,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_15,Data Center,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_16,Branch,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_17,Office,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_18,Data Center,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_19,Branch,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_20,Office,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_21,Data Center,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Axis Bank Limited,EST_22,Branch,"Estimated facility - “TRISHUL”, Third Floor, Opp. Samartheshwar Temple, Law Garden, Ellisbridge, 
Ahmedabad - 380 006, Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
NTPC LIMITED,EST_1,Power Plant,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",18.7623111,73.8625448,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_2,Substation,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_3,Office,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_4,Power Plant,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_5,Substation,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",20.0112475,73.7902364,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_6,Office,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_7,Power Plant,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_8,Substation,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_9,Office,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
NTPC LIMITED,EST_10,Power Plant,"Estimated facility - NTPC Bhawan, SCOPE Complex, 7, Institutional Area, Lodi Road, New Delhi-110 003",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Titan Company Limited,EST_1,Factory,"Estimated facility - No. 3, SIPCOT Industrial Complex, Hosur, Tamil Nadu - 635126",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Hosur, Tamil Nadu, India",18.7623111,73.8625448,"Hosur, Railway Station Road, Hosur, Krishnagiri, Tamil Nadu, 635109, India",City_Level,Success
UltraTech Cement Limited,EST_1,Plant,"Estimated facility - B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",18.7623111,73.8625448,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
UltraTech Cement Limited,EST_2,Quarry,"Estimated facility - B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
UltraTech Cement Limited,EST_3,Office,"Estimated facility - B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
UltraTech Cement Limited,EST_4,Warehouse,"Estimated facility - B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
UltraTech Cement Limited,EST_5,Plant,"Estimated facility - B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",20.0112475,73.7902364,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
UltraTech Cement Limited,EST_6,Quarry,"Estimated facility - B Wing, Ahura Centre, 2nd Floor, Mahakali Caves Road, Andheri (East), Mumbai 400 093",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Adani Ports and Special Economic Zone Limited,EST_1,Office,"Estimated facility - Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S. G. Highway, Khodiyar, Ahmedabad-382421 Gujarat",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",18.7623111,73.8625448,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Adani Ports and Special Economic Zone Limited,EST_2,Branch,"Estimated facility - Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S. G. Highway, Khodiyar, Ahmedabad-382421 Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Adani Ports and Special Economic Zone Limited,EST_3,Office,"Estimated facility - Adani Corporate House, Shantigram, Near Vaishno Devi Circle, S. G. Highway, Khodiyar, Ahmedabad-382421 Gujarat",Ahmedabad,Gujarat,India,Imputation_Estimated,True,Tier_3,"Ahmedabad, Gujarat, India",23.0215374,72.5800568,"Ahmedabad, Gujarat, 380001, India",City_Level,Success
Asian Paints Limited,EST_1,Factory,"Estimated facility - 6A & 6B, Shantinagar, Santacruz (East), Mumbai – 400 055, Maharashtra, India",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",18.7623111,73.8625448,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Asian Paints Limited,EST_2,Office,"Estimated facility - 6A & 6B, Shantinagar, Santacruz (East), Mumbai – 400 055, Maharashtra, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Asian Paints Limited,EST_3,Warehouse,"Estimated facility - 6A & 6B, Shantinagar, Santacruz (East), Mumbai – 400 055, Maharashtra, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Asian Paints Limited,EST_4,Store,"Estimated facility - 6A & 6B, Shantinagar, Santacruz (East), Mumbai – 400 055, Maharashtra, India",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Asian Paints Limited,EST_5,Factory,"Estimated facility - 6A & 6B, Shantinagar, Santacruz (East), Mumbai – 400 055, Maharashtra, India",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",20.0112475,73.7902364,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_1,Store,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",18.7623111,73.8625448,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_2,Office,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_3,Warehouse,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_4,Distribution Center,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_5,Store,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",20.0112475,73.7902364,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_6,Office,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_7,Warehouse,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_8,Distribution Center,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_9,Store,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_10,Office,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_11,Warehouse,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Avenue Supermarts Limited,EST_12,Distribution Center,"Estimated facility - Anjaneya CHS Ltd, Orchard Avenue, Opp. Hiranandani Foundation School, Powai, Mumbai- 400076",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
COAL INDIA LIMITED,EST_1,Refinery,"Estimated facility - Coal Bhawan, Premises 04-MAR, Action Area 1A, Newtown Rajarhat Kolkata-700156",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Kolkata, West Bengal, India",18.7623111,73.8625448,"Kolkata, West Bengal, India",City_Level,Success
COAL INDIA LIMITED,EST_2,Terminal,"Estimated facility - Coal Bhawan, Premises 04-MAR, Action Area 1A, Newtown Rajarhat Kolkata-700156",Kolkata,West Bengal,India,Imputation_Estimated,True,Tier_3,"Kolkata, West Bengal, India",22.5726459,88.3638953,"Kolkata, West Bengal, India",City_Level,Success
COAL INDIA LIMITED,EST_3,Office,"Estimated facility - Coal Bhawan, Premises 04-MAR, Action Area 1A, Newtown Rajarhat Kolkata-700156",Kolkata,West Bengal,India,Imputation_Estimated,True,Tier_3,"Kolkata, West Bengal, India",22.5726459,88.3638953,"Kolkata, West Bengal, India",City_Level,Success
COAL INDIA LIMITED,EST_4,Warehouse,"Estimated facility - Coal Bhawan, Premises 04-MAR, Action Area 1A, Newtown Rajarhat Kolkata-700156",Kolkata,West Bengal,India,Imputation_Estimated,True,Tier_3,"Kolkata, West Bengal, India",22.5726459,88.3638953,"Kolkata, West Bengal, India",City_Level,Success
Power Grid Corporation of India Limited,EST_1,Power Plant,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",18.7623111,73.8625448,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_2,Substation,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_3,Office,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_4,Power Plant,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_5,Substation,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",20.0112475,73.7902364,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_6,Office,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_7,Power Plant,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_8,Substation,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_9,Office,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Power Grid Corporation of India Limited,EST_10,Power Plant,"Estimated facility - B-9, Qutab Institutional Area, Katwaria Sarai, New Delhi-110016",Delhi,Delhi,India,Imputation_Estimated,True,Tier_3,"Delhi, Delhi, India",28.6138954,77.2090057,"New Delhi, Delhi, India",City_Level,Success
Mahindra & Mahindra Limited,EST_1,Plant,Estimated facility,Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Unknown, Unknown, India",18.7623111,73.8625448,,City_Level,Success
Mahindra & Mahindra Limited,EST_2,Office,Estimated facility,Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Unknown, Unknown, India",20.0112475,73.7902364,,City_Level,Success
Mahindra & Mahindra Limited,EST_3,Warehouse,Estimated facility,Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Unknown, Unknown, India",20.0112475,73.7902364,,City_Level,Success
Mahindra & Mahindra Limited,EST_4,R&D,Estimated facility,Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Unknown, Unknown, India",20.0112475,73.7902364,,City_Level,Success
Mahindra & Mahindra Limited,EST_5,Plant,Estimated facility,Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Unknown, Unknown, India",20.0112475,73.7902364,,City_Level,Success
Mahindra & Mahindra Limited,EST_6,Office,Estimated facility,Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Unknown, Unknown, India",20.0112475,73.7902364,,City_Level,Success
Bajaj Finserv Limited,EST_1,Branch,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Chakan,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",18.7623111,73.8625448,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_2,Office,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_3,Data Center,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_4,Branch,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_5,Office,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Nashik,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",20.0112475,73.7902364,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_6,Data Center,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_7,Branch,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_8,Office,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_9,Data Center,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_10,Branch,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_11,Office,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_12,Data Center,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
Bajaj Finserv Limited,EST_13,Branch,"Estimated facility - Bajaj Auto Limited Complex Mumbai - Pune Road, Pune",Mumbai,Maharashtra,India,Imputation_Estimated,True,Tier_3,"Mumbai, Maharashtra, India",19.054999,72.8692035,"Mumbai, Mumbai Suburban, Maharashtra, 400051, India",City_Level,Success
