Company_Name,NSE_Symbol,Sector,XBRL_URL,Download_Success,Status,File_Size_KB
BANK OF MAHARASHTRA,MAHABANK,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1464397_08062025082113_WEB.xml,True,Success,782.5068359375
Uno Minda Limited,UNOMINDA,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482036_14072025031956_WEB.xml,True,Success,850.62109375
APL Apollo Tubes Limited,APLAPOLLO,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516223_22082025045554_WEB.xml,True,Success,784.2578125
Petronet LNG Limited,PETRONET,Oil Gas & Consumable Fuels,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519852_30082025110902_WEB.xml,True,Success,800.7958984375
KPIT Technologies Limited,KPITTECH,Information Technology,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1480569_11072025105900_WEB.xml,True,Success,870.955078125
L&T Finance Limited,LTF,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1435388_09052025085041_WEB.xml,True,Success,804.3369140625
Kalyan Jewellers India Limited,KALYANKJIL,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1512509_14082025120531_WEB.xml,True,Success,684.501953125
Page Industries Limited,PAGEIND,Textiles,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505486_07082025055131_WEB.xml,True,Success,863.6435546875
Voltas Limited,VOLTAS,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468067_18062025050456_WEB.xml,True,Success,838.626953125
Punjab & Sind Bank,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482094_14072025035218_WEB.xml,True,Success,678.0146484375
THE NEW INDIA ASSURANCE COMPANY LIMITED,NIACL,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1550623_16102025055155_WEB.xml,True,Success,643.42578125
UPL LIMITED,UPL,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476927_03072025055507_WEB.xml,True,Success,793.1552734375
GUJARAT GAS LIMITED,GUJGASLTD,Oil Gas & Consumable Fuels,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520412_31082025112849_WEB.xml,True,Success,923.015625
HONEYWELL AUTOMATION INDIA LIMITED,HONAUT,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1466038_12062025060229_WEB.xml,True,Success,719.9619140625
Bharat Dynamics Limited,BDL,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521419_02092025042803_WEB.xml,True,Success,745.2822265625
IRB Infrastructure Developers Limited,IRB,Construction,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516680_23082025044237_WEB.xml,True,Success,887.9169921875
Sona BLW Precision Forgings Limited,SONACOMS,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475602_01072025023205_WEB.xml,True,Success,758.59375
Gujarat Fluorochemicals Limited,FLUOROCHEM,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523042_04092025064051_WEB.xml,True,Success,802.029296875
GlaxoSmithKline Pharmaceuticals Limited,GLAXO,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1471100_25062025051800_WEB.xml,True,Success,791.736328125
Dalmia Bharat Limited,DALBHARAT,Construction Materials,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1471188_25062025055858_WEB.xml,True,Success,862.185546875
3M INDIA LIMITED,3MINDIA,Diversified,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502360_05082025104710_WEB.xml,True,Success,731.9033203125
AIA ENGINEERING LIMITED,AIAENG,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515668_21082025032253_WEB.xml,True,Success,781.0556640625
Poonawalla Fincorp Limited,POONAWALLA,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478432_08072025123050_WEB.xml,True,Success,637.5869140625
Escorts Kubota Limited,ESCORTS,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469149_20062025063118_WEB.xml,True,Success,823.9501953125
Coforge Limited,COFORGE,Information Technology,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519135_29082025025645_WEB.xml,True,Success,793.896484375
COROMANDEL INTERNATIONAL LIMITED,COROMANDEL,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476674_02072025104057_WEB.xml,True,Success,839.712890625
LIC Housing Finance Limited,LICHSGFIN,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503350_05082025074644_WEB.xml,True,Success,813.3173828125
Biocon Limited,BIOCON,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485318_17072025031916_WEB.xml,True,Success,830.6513671875
Mahindra & Mahindra Financial Services Limited,M&MFIN,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472846_27062025012013_WEB.xml,True,Success,854.6611328125
GLOBAL HEALTH LIMITED,MEDANTA,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517236_25082025070417_WEB.xml,True,Success,740.9853515625
Nippon Life India Asset Management Limited,NAM-INDIA,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1471247_25062025064527_WEB.xml,True,Success,718.447265625
Exide Industries Limited,EXIDEIND,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476363_02072025034714_WEB.xml,True,Success,804.0517578125
Hitachi Energy India Limited,POWERINDIA,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1492334_24072025043706_WEB.xml,True,Success,783.201171875
Max Financial Services Limited,MFSL,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516988_25082025035418_WEB.xml,True,Success,776.171875
Fortis Healthcare Limited,FORTIS,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482494_14072025070048_WEB.xml,True,Success,811.33984375
KEI INDUSTRIES LIMITED,KEI,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478230_07072025054040_WEB.xml,True,Success,847.9228515625
Crisil Limited,CRISIL,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1408608_04042025063920_WEB.xml,True,Success,844.900390625
NLC India Limited,NLCINDIA,Power,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523314_05092025120504_WEB.xml,True,Success,890.2705078125
Jubilant FoodWorks Limited,JUBLFOOD,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500652_01082025072850_WEB.xml,True,Success,791.99609375
Bandhan Bank Limited,BANDHANBNK,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1498590_30072025085213_WEB.xml,True,Success,688.7236328125
Lloyds Metals and Energy Limited,LLOYDSME,Metals & Mining,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467506_17062025025923_WEB.xml,True,Success,745.048828125
Star Health and Allied Insurance Company Limited,STARHEALTH,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518877_28082025080440_WEB.xml,True,Success,687.318359375
JK CEMENT LIMITED,JKCEMENT,Construction Materials,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477512_04072025065647_WEB.xml,True,Success,836.259765625
Tata Investment Corporation Limited,TATAINVEST,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477162_04072025114546_WEB.xml,True,Success,708.072265625
Delhivery Limited,DELHIVERY,Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1507594_08082025083114_WEB.xml,True,Success,662.9482421875
Deepak Nitrite Limited,DEEPAKNTR,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1491834_23072025100242_WEB.xml,True,Success,809.498046875
Cochin Shipyard Limited,COCHINSHIP,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521457_02092025050024_WEB.xml,True,Success,639.0986328125
Apollo Tyres Limited,APOLLOTYRE,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478739_08072025043023_WEB.xml,True,Success,848.46875
Metro Brands Limited,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517352_25082025093051_WEB.xml,True,Success,727.91796875
Ipca Laboratories Limited,IPCALAB,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1480751_11072025022949_WEB.xml,True,Success,856.3330078125
GLAND PHARMA LIMITED,GLAND,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499287_31072025053918_WEB.xml,True,Success,638.248046875
HINDUSTAN COPPER LIMITED,HINDCOPPER,Metals & Mining,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519197_29082025035236_WEB.xml,True,Success,751.4658203125
Motherson Sumi Wiring India Limited,MSUMI,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503539_05082025104538_WEB.xml,True,Success,792.78125
Go Digit General Insurance Limited,GODIGIT,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482626_14072025104409_WEB.xml,True,Success,690.9501953125
Motilal Oswal Financial Services Limited,MOTILALOFS,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469947_23062025082600_WEB.xml,True,Success,823.2294921875
ZF Commercial Vehicle Control Systems India Limited,ZFCVINDIA,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497938_30072025045920_WEB.xml,True,Success,736.232421875
Endurance Technologies Limited,ENDURANCE,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486859_18072025054104_WEB.xml,True,Success,933.552734375
One 97 Communications Limited,PAYTM,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1503608_06082025105945_WEB.xml,True,Success,853.201171875
Syngene International Limited,SYNGENE,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474145_28062025102607_WEB.xml,True,Success,768.798828125
Glenmark Pharmaceuticals Limited,GLENMARK,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519634_29082025074547_WEB.xml,True,Success,862.1240234375
Ajanta Pharma Limited,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468387_19062025022821_WEB.xml,True,Success,885.08203125
APAR Industries Limited,APARINDS,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479989_10072025023721_WEB.xml,True,Success,820.8759765625
Godrej Industries Limited,GODREJIND,Diversified,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1487968_19072025061349_WEB.xml,True,Success,823.326171875
Blue Star Limited,BLUESTARCO,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481346_11072025085159_WEB.xml,True,Success,749.5927734375
K.P.R. MILL LIMITED,KPRMILL,Textiles,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1475479_01072025115120_WEB.xml,True,Success,670.177734375
TATA CHEMICALS LIMITED,TATACHEM,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470102_24062025123403_WEB.xml,True,Success,953.2001953125
360 ONE WAM LIMITED,360ONE,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1513721_14082025090001_WEB.xml,True,Success,858.51953125
KIOCL Limited,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1561070_30102025125314_WEB.xml,True,Success,599.30859375
Narayana Hrudayalaya Ltd.,NH,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1506433_08082025010835_WEB.xml,True,Success,899.126953125
Sun TV Network Limited,SUNTV,Media Entertainment & Publication,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518671_28082025044708_WEB.xml,True,Success,628.1669921875
EIH Limited,EIHOTEL,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481708_12072025090215_WEB.xml,True,Success,732.599609375
Timken India Limited,TIMKEN,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1490198_22072025024240_WEB.xml,True,Success,694.5234375
Angel One Limited,ANGELONE,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1441759_16052025092640_WEB.xml,True,Success,828.3955078125
Carborundum Universal Limited,CARBORUNIV,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483746_15072025110414_WEB.xml,True,Success,731.7275390625
Grindwell Norton Limited,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476205_02072025122100_WEB.xml,True,Success,662.6474609375
Vedant Fashions Limited,MANYAVAR,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1510648_12082025103505_WEB.xml,True,Success,697.4287109375
Aditya Birla Fashion and Retail Limited,ABFRL,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519635_29082025074649_WEB.xml,True,Success,749.7548828125
SKF INDIA LIMITED,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479738_09072025105407_WEB.xml,True,Success,604.08203125
Brigade Enterprises Limited,BRIGADE,Realty,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495843_28072025092850_WEB.xml,True,Success,814.5751953125
Sundram Fasteners Limited,SUNDRMFAST,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472046_26062025044335_WEB.xml,True,Success,698.1435546875
Aarti Industries Limited,AARTIIND,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1499783_31072025104656_WEB.xml,True,Success,772.818359375
Kansai Nerolac Paints Limited,KANSAINER,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470402_24062025051516_WEB.xml,True,Success,856.6767578125
CreditAccess Grameen Limited,CREDITACC,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477853_05072025100653_WEB.xml,True,Success,745.3720703125
NBCC (India) Limited,NBCC,Construction,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521882_02092025103613_WEB.xml,True,Success,722.431640625
Emami Limited,EMAMILTD,Fast Moving Consumer Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502747_05082025042541_WEB.xml,True,Success,768.2236328125
JBM Auto Limited,JBMA,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509081_11082025101705_WEB.xml,True,Success,715.57421875
LAURUS LABS LIMITED,LAURUSLABS,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484742_16072025072233_WEB.xml,True,Success,735.703125
Radico Khaitan Limited,RADICO,Fast Moving Consumer Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483859_16072025115430_WEB.xml,True,Success,749.759765625
Ratnamani Metals & Tubes Limited,RATNAMANI,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509272_12082025013430_WEB.xml,True,Success,645.1494140625
Gillette India Limited,GILLETTE,Fast Moving Consumer Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1508093_11082025113439_WEB.xml,True,Success,604.4443359375
Ircon International Limited,IRCON,Construction,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1516865_25082025125023_WEB.xml,True,Success,763.8759765625
Cyient Limited,CYIENT,Information Technology,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1527196_15092025030230_WEB.xml,True,Success,738.095703125
Cyient Limited,CYIENT,Information Technology,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1387421_19022025125706_WEB.xml,True,Already exists,738.095703125
Five-Star Business Finance Limited,FIVESTAR,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514501_18082025115737_WEB.xml,True,Success,651.3984375
Crompton Greaves Consumer Electricals Limited,CROMPTON,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468307_18062025105811_WEB.xml,True,Success,745.978515625
Relaxo Footwears Limited,RELAXO,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1502018_04082025062929_WEB.xml,True,Success,674.4931640625
Cholamandalam Financial Holdings Limited,CHOLAHLDNG,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485908_17072025073909_WEB.xml,True,Success,786.958984375
TRIDENT LIMITED,TRIDENT,Textiles,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500333_01082025052643_WEB.xml,True,Success,658.130859375
Aster DM Healthcare Limited,ASTERDM,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509178_12082025114518_WEB.xml,True,Success,712.5546875
Pfizer Limited,PFIZER,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474188_29062025111334_WEB.xml,True,Success,717.5361328125
SUMITOMO CHEMICAL INDIA LIMITED,SUMICHEM,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478782_08072025050404_WEB.xml,True,Success,696.93359375
The Ramco Cements Limited,RAMCOCEM,Construction Materials,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1484703_16072025065810_WEB.xml,True,Success,717.9921875
Kajaria Ceramics Limited,KAJARIACER,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523715_05092025055018_WEB.xml,True,Success,701.8994140625
Birlasoft Limited,BSOFT,Information Technology,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1480785_11072025025808_WEB.xml,True,Success,821.568359375
Elgi Equipments Limited,ELGIEQUIP,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486595_18072025042208_WEB.xml,True,Success,877.3662109375
Devyani International Limited,DEVYANI,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477833_05072025064710_WEB.xml,True,Success,700.966796875
Piramal Enterprises Limited,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1468392_19062025023734_WEB.xml,True,Success,835.333984375
PNB Housing Finance Limited,PNBHOUSING,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1495245_28072025044354_WEB.xml,True,Success,685.513671875
Castrol India Limited,CASTROLIND,Oil Gas & Consumable Fuels,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1389867_25022025075940_WEB.xml,True,Success,761.5693359375
Sonata Software Limited,SONATSOFTW,Information Technology,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1477987_07072025010428_WEB.xml,True,Success,726.5517578125
IIFL Finance Limited,IIFL,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1470642_24062025093220_WEB.xml,True,Success,723.5126953125
TVS Holdings Limited,,,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1494482_26072025044707_WEB.xml,True,Success,649.3310546875
Gujarat State Petronet Limited,GSPL,Oil Gas & Consumable Fuels,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520219_30082025073936_WEB.xml,True,Success,740.8740234375
CIE AUTOMOTIVE INDIA LIMITED,CIEINDIA,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1408367_04042025014547_WEB.xml,True,Success,803.265625
Kaynes Technology India Limited,KAYNES,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514899_19082025070329_WEB.xml,True,Success,698.8017578125
ALEMBIC PHARMACEUTICALS LIMITED,APLLTD,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467340_16062025093416_WEB.xml,True,Success,762.8837890625
Piramal Pharma Limited,PPLPHARMA,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1476367_02072025035134_WEB.xml,True,Success,842.6259765625
Capri Global Capital Limited,CGCL,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522755_04092025031022_WEB.xml,True,Success,618.2724609375
KEC International Limited,KEC,Construction,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485777_17072025063908_WEB.xml,True,Success,795.712890625
BATA INDIA LIMITED,BATAINDIA,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1486394_18072025024343_WEB.xml,True,Success,649.72265625
CESC Limited,CESC,Power,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514108_18082025104410_WEB.xml,True,Success,780.015625
Aegis Logistics Limited,AEGISLOG,Oil Gas & Consumable Fuels,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489718_21072025080650_WEB.xml,True,Success,675.6083984375
Atul Limited,ATUL,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481445_12072025113307_WEB.xml,True,Success,844.24609375
Whirlpool of India Limited,WHIRLPOOL,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1512653_14082025020513_WEB.xml,True,Success,728.3447265625
Cello World Limited,CELLO,Consumer Durables,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1485995_18072025122310_WEB.xml,True,Success,618.4453125
Jupiter Wagons Limited,JWL,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519304_29082025050113_WEB.xml,True,Success,687.2705078125
Inox Wind Limited,INOXWIND,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523311_05092025120116_WEB.xml,True,Success,669.2373046875
Signatureglobal (India) Limited,SIGNATURE,Realty,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521063_01092025094748_WEB.xml,True,Success,780.9248046875
JYOTI CNC AUTOMATION LIMITED,JYOTICNC,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1518443_27082025084607_WEB.xml,True,Success,605.984375
R R Kabel Limited,RRKABEL,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1472613_27062025014234_WEB.xml,True,Success,692.5078125
Shyam Metalics and Energy Limited,SHYAMMETL,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1501875_04082025053120_WEB.xml,True,Success,759.45703125
Amara Raja Energy & Mobility Limited,ARE&M,Automobile and Auto Components,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1490677_22072025064514_WEB.xml,True,Success,847.865234375
NMDC Steel Limited,NSLNISP,Metals & Mining,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515203_20082025042752_WEB.xml,True,Success,628.55078125
NATCO Pharma Limited,NATCOPHARM,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519505_29082025063844_WEB.xml,True,Success,772.6083984375
Vinati Organics Limited,VINATIORGA,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1521178_02092025114056_WEB.xml,True,Success,645.859375
Finolex Cables Limited,FINCABLES,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1523159_04092025075932_WEB.xml,True,Success,704.47265625
Chalet Hotels Limited,CHALET,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1483805_16072025111825_WEB.xml,True,Success,856.75
Kalpataru Projects International Limited,KPIL,Construction,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1467004_16062025034025_WEB.xml,True,Success,907.4140625
TBO Tek Limited,TBOTEK,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1482454_14072025063355_WEB.xml,True,Success,676.4609375
JYOTHY LABS LIMITED,JYOTHYLAB,Fast Moving Consumer Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1514743_19082025050033_WEB.xml,True,Success,673.919921875
Aptus Value Housing Finance India Limited,APTUS,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1497129_29072025082433_WEB.xml,True,Success,642.4052734375
Himadri Speciality Chemical Limited,HSCL,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444402_20052025053743_WEB.xml,True,Success,777.3046875
Waaree Renewable Technologies Limited,WAAREERTL,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519765_29082025104239_WEB.xml,True,Success,595.921875
Navin Fluorine International Limited,NAVINFLUOR,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1479744_09072025110841_WEB.xml,True,Success,802.04296875
Krishna Institute of Medical Sciences Limited,KIMS,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1505890_07082025071551_WEB.xml,True,Success,663.9033203125
Tata Teleservices (Maharashtra) Limited,TTML,Telecommunication,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1469502_23062025115430_WEB.xml,True,Success,678.3662109375
Jindal Saw Limited,JINDALSAW,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1444020_20052025022449_WEB.xml,True,Success,795.021484375
RITES Limited,RITES,Construction,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520014_30082025035804_WEB.xml,True,Success,786.3291015625
Zee Entertainment Enterprises Limited,ZEEL,Media Entertainment & Publication,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515245_20082025051306_WEB.xml,True,Success,738.0419921875
GODFREY PHILLIPS INDIA LIMITED,GODFRYPHLP,Fast Moving Consumer Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1504026_06082025044323_WEB.xml,True,Success,804.3203125
JAI BALAJI INDUSTRIES LIMITED,JAIBALAJI,Metals & Mining,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1517185_25082025062939_WEB.xml,True,Success,665.578125
Finolex Industries Limited,FINPIPE,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1515514_20082025110135_WEB.xml,True,Success,754.33984375
Schneider Electric Infrastructure Limited,SCHNEIDER,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1509963_12082025061418_WEB.xml,True,Success,881.2978515625
Triveni Turbine Limited,TRITURBINE,Capital Goods,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1511608_13082025055752_WEB.xml,True,Success,683.2841796875
BASF India Limited,BASF,Chemicals,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1481950_14072025015831_WEB.xml,True,Success,735.6728515625
Tejas Networks Limited,TEJASNET,Telecommunication,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1474136_28062025094431_WEB.xml,True,Success,655.986328125
Redington Limited,REDINGTON,Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1478527_08072025123139_WEB.xml,True,Success,740.5966796875
Blue Dart Express Limited,BLUEDART,Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1489630_21072025073711_WEB.xml,True,Success,722.26953125
INDIAMART INTERMESH LIMITED,INDIAMART,Consumer Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1446728_22052025015818_WEB.xml,True,Success,729.4453125
Sanofi India Limited,SANOFI,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1422807_22042025092323_WEB.xml,True,Success,702.0732421875
NUVAMA WEALTH MANAGEMENT LIMITED,NUVAMA,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1519027_29082025123602_WEB.xml,True,Success,725.2431640625
RBL Bank Limited,RBLBANK,Financial Services,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1520044_30082025044021_WEB.xml,True,Success,623.3203125
NCC LIMITED,NCC,Construction,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1500331_01082025052522_WEB.xml,True,Success,742.37109375
Concord Biotech Limited,CONCORDBIO,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1511063_13082025030617_WEB.xml,True,Success,664.1728515625
POLY MEDICURE LIMITED,POLYMED,Healthcare,https://nsearchives.nseindia.com/corporate/xbrl/BRSR_1522659_04092025115621_WEB.xml,True,Success,704.5498046875
