Company_Name,Sector,Revenue_INR,Revenue_Million_EUR,Exiobase_Sector,Factor_Used,Scope3_Biodiversity_MSA,Scope3_Intensity,Scope3_per_Billion_INR,Scope3_Impact_Rank,Scope3_Intensity_Rank,Company_Name_Clean,Unique_Tier1_Indicators,Tier1_Coverage_Pct
Siemens Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,290,139.0,siemens limited,5,45.45454545454545
Larsen & Toubro Limited,Other Business Services,45416494845.0,504.6277205,Other business activities,0.05,25.231386025000003,0.05,0.5555555555555556,299,139.0,larsen & toubro limited,5,45.45454545454545
Cochin Shipyard Limited,Other Business Services,45278508144.46703,503.0945349385226,Other business activities,0.05,25.15472674692613,0.0499999999006151,0.5555555432858151,300,353.0,cochin shipyard limited,4,36.36363636363637
IDFC FIRST Bank Limited,Financial Services,435239648012.65576,4835.996089029509,"Financial intermediation, except insurance and pension funding",0.005,24.179980445147542,0.004999999998966,0.0555555554279119,306,581.0,idfc first bank limited,7,63.63636363636363
Sobha Limited,Other Business Services,42025135276.09362,466.94594751215135,Other business activities,0.05,23.347297375607567,0.0499999998929212,0.5555555423359541,308,359.0,sobha limited,3,27.27272727272727
HFCL Limited,Other Business Services,37952409368.939285,421.6934374326587,Other business activities,0.05,21.08467187163293,0.0499999998814304,0.5555555409173402,324,373.0,hfcl limited,3,27.27272727272727
Infibeam Avenues Limited,Other Business Services,37256786500.36685,413.96429444852055,Other business activities,0.05,20.69821472242603,0.0499999998792166,0.5555555406440297,326,375.0,infibeam avenues limited,1,9.090909090909092
Ramkrishna Forgings Limited,Other Business Services,36342959991.206856,403.8106665689651,Other business activities,0.05,20.190533328448254,0.0499999998761796,0.5555555402690864,329,377.0,ramkrishna forgings limited,9,81.81818181818183
Inox Wind Limited,Other Business Services,35617128463.47607,395.7458718164007,Other business activities,0.05,19.78729359082004,0.0499999998736563,0.5555555399575678,330,378.0,inox wind limited,4,36.36363636363637
Engineers India Limited,Other Business Services,30283525470.70541,336.4836163411712,Other business activities,0.05,16.82418081705856,0.0499999998514043,0.5555555372104148,345,389.0,engineers india limited,1,9.090909090909092
Vistara (TATA SIA Airlines),Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,402,139.0,vistara (tata sia airlines),0,0.0
ITC Limited (Paperboards Division),Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,401,139.0,itc limited (paperboards division),0,0.0
CCL Products (India) Limited,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,400,139.0,ccl products (india) limited,0,0.0
Trident Limited,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,398,139.0,trident limited,0,0.0
West Coast Paper Mills,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,394,139.0,west coast paper mills,0,0.0
Hindustan Paper Corporation,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,391,139.0,hindustan paper corporation,0,0.0
Sanghi Industries,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,387,139.0,sanghi industries,0,0.0
SpiceJet,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,383,139.0,spicejet,0,0.0
Siyaram Silk Mills,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,374,139.0,siyaram silk mills,0,0.0
IndiGo (InterGlobe Aviation),Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,382,139.0,indigo (interglobe aviation),0,0.0
Shreyans Industries (Paper),Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,377,139.0,shreyans industries (paper),0,0.0
Nestle India,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,376,139.0,nestle india,0,0.0
Tayo Rolls,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,375,139.0,tayo rolls,0,0.0
Go First (GoAir),Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,365,139.0,go first (goair),0,0.0
Mother Dairy,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,373,139.0,mother dairy,0,0.0
Mahindra Holidays & Resorts India Limited,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,359,139.0,mahindra holidays & resorts india limited,0,0.0
"GMR Airports (Delhi, Hyderabad)",Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,370,139.0,"gmr airports (delhi, hyderabad)",0,0.0
K.P.R. MILL LIMITED,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,353,139.0,k.p.r. mill limited,0,0.0
Bharat Heavy Electricals Limited (BHEL),Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,354,139.0,bharat heavy electricals limited (bhel),0,0.0
Bangalore International Airport Ltd (BIAL),Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,358,139.0,bangalore international airport ltd (bial),0,0.0
Birla Corporation,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,352,139.0,birla corporation,3,27.27272727272727
Ion Exchange (India) Limited,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,360,139.0,ion exchange (india) limited,0,0.0
Data Patterns (India) Limited,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,361,139.0,data patterns (india) limited,0,0.0
Coal India Limited,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,364,139.0,coal india limited,0,0.0
Garden Reach Shipbuilders & Engineers Limited,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,367,139.0,garden reach shipbuilders & engineers limited,0,0.0
GVK Mumbai Airport,Other Business Services,30277663230.0,336.4184803333333,Other business activities,0.05,16.820924016666666,0.05,0.5555555555555555,368,139.0,gvk mumbai airport,2,18.181818181818183
Air Asia India,Other Business Services,30000000000.0,333.3333333333333,Other business activities,0.05,16.666666666666668,0.05,0.5555555555555556,404,139.0,air asia india,0,0.0
JYOTHY LABS LIMITED,Other Business Services,28439200119.53438,315.9911124392709,Other business activities,0.05,15.799555621963547,0.0499999998417677,0.5555555360207046,409,396.0,jyothy labs limited,1,9.090909090909092
Angel One Limited,Other Business Services,25000000000.0,277.77777777777777,Other business activities,0.05,13.88888888888889,0.05,0.5555555555555556,425,139.0,angel one limited,0,0.0
Metro Brands Limited,Other Business Services,24495883357.906807,272.17648175452007,Other business activities,0.05,13.608824087726004,0.0499999998162956,0.5555555328760088,430,409.0,metro brands limited,1,9.090909090909092
Procter & Gamble Health Limited,Healthcare,23961484697.0,266.23871885555553,Other business activities,0.05,13.311935942777778,0.05,0.5555555555555556,436,139.0,procter & gamble health limited,0,0.0
Pfizer Limited,Other Business Services,22813618003.462204,253.48464448291332,Other business activities,0.05,12.674232224145667,0.0499999998027493,0.5555555312036299,441,419.0,pfizer limited,2,18.181818181818183
Usha Martin Limited,Other Business Services,21710622052.569912,241.22913391744348,Other business activities,0.05,12.061456695872174,0.0499999997927281,0.555555529966444,446,424.0,usha martin limited,2,18.181818181818183
Punjab & Sind Bank,Financial Services,185899078915.0,2065.545321277778,"Financial intermediation, except insurance and pension funding",0.005,10.32772660638889,0.005,0.0555555555555555,461,560.0,punjab & sind bank,2,18.181818181818183
MUTHOOT FINANCE LIMITED,Financial Services,170990887558.09796,1899.8987506455328,"Financial intermediation, except insurance and pension funding",0.005,9.499493753227664,0.0049999999973682,0.0555555552306519,469,596.0,muthoot finance limited,1,9.090909090909092
POLY MEDICURE LIMITED,Other Business Services,16018041310.541311,177.97823678379234,Other business activities,0.05,8.898911839189617,0.0499999997190667,0.5555555208724435,477,447.0,poly medicure limited,10,90.9090909090909
Axis Bank Limited,Financial Services,144612489269.6344,1606.805436329271,"Financial intermediation, except insurance and pension funding",0.005,8.034027181646355,0.0049999999968882,0.0555555551713871,484,599.0,axis bank limited,1,9.090909090909092
Wockhardt Limited,Other Business Services,14023025305.33594,155.81139228151045,Other business activities,0.05,7.790569614075522,0.0499999996790992,0.5555555159381761,488,457.0,wockhardt limited,1,9.090909090909092
Vedant Fashions Limited,Other Business Services,13863504092.149136,154.0389343572126,Other business activities,0.05,7.701946717860631,0.0499999996754067,0.5555555154823164,489,458.0,vedant fashions limited,1,9.090909090909092
RBL Bank Limited,Financial Services,102698105081.826,1141.0900564647334,"Financial intermediation, except insurance and pension funding",0.005,5.705450282323667,0.0049999999956182,0.0555555550145956,508,602.0,rbl bank limited,15,136.36363636363635
Akasa Air,Other Business Services,10000000000.0,111.11111111111111,Other business activities,0.05,5.555555555555556,0.05,0.5555555555555556,510,139.0,akasa air,0,0.0
Route Mobile Limited,Other Business Services,8320733944.954128,92.4525993883792,Other business activities,0.05,4.62262996941896,0.0499999994591823,0.5555554887879492,517,482.0,route mobile limited,1,9.090909090909092
IIFL Finance Limited,Financial Services,40660961357.21018,451.7884595245576,"Financial intermediation, except insurance and pension funding",0.005,2.258942297622788,0.0049999999889328,0.0555555541892436,534,609.0,iifl finance limited,1,9.090909090909092
Latent View Analytics Limited,Other Business Services,3471471121.471122,38.57190134967913,Other business activities,0.05,1.9285950674839567,0.0499999987037196,0.5555553955209834,537,494.0,latent view analytics limited,7,63.63636363636363
Raymond Limited,Textiles,181464.6099319382,0.0020162734436882,Textiles,0.3,0.0006048820331064,0.2998512844151402,3.3150649505791283,552,40.0,raymond limited,0,0.0
Zydus Lifesciences Limited,Other Business Services,232414.9999999914,0.0025823888888887,Other business activities,0.05,0.0001291194444444,0.0499806455775144,0.5531754362163719,567,508.0,zydus lifesciences limited,1,9.090909090909092
INDIAMART INTERMESH LIMITED,Retail,115580.0,0.0012842222222222,Other business activities,0.05,6.421111111111111e-05,0.05,0.5555555555555556,575,139.0,indiamart intermesh limited,0,0.0
Usha Martin,Retail,57790.0,0.0006421111111111,Other business activities,0.05,3.210555555555556e-05,0.05,0.5555555555555556,583,139.0,usha martin,2,18.181818181818183
MANKIND PHARMA LIMITED,Pharmaceuticals,9497.800000001122,0.0001055311111111,Chemicals nec,0.15,1.5829666666668535e-05,0.1485919606166171,1.507903243219231,589,66.0,mankind pharma limited,7,63.63636363636363
Eureka Forbes Limited,Other Business Services,24360.620007069407,0.0002706735556341,Other business activities,0.05,1.3533677781705226e-05,0.0498159555872734,0.5336493263150759,591,524.0,eureka forbes limited,1,9.090909090909092
Chalet Hotels Limited,Hotels & Tourism,17178.249999960317,0.000190869444444,Other business activities,0.05,9.543472222200175e-06,0.0497394061355371,0.524994002295106,597,529.0,chalet hotels limited,1,9.090909090909092
TATA COMMUNICATIONS LIMITED,Other Business Services,13046.21286641747,0.0001449579207379,Other business activities,0.05,7.247896036898595e-06,0.0496574355146524,0.516003573762384,600,531.0,tata communications limited,6,54.54545454545454
Piramal Enterprises Limited,Other Business Services,10269.560000037667,0.0001141062222226,Other business activities,0.05,5.705311111132038e-06,0.0495656186170084,0.5062585505656803,602,533.0,piramal enterprises limited,12,109.09090909090908
Tejas Networks Limited,Other Business Services,8915.730000000045,9.906366666666717e-05,Other business activities,0.05,4.953183333333359e-06,0.04950031813079,0.4995278545637423,604,535.0,tejas networks limited,13,118.18181818181819
R R Kabel Limited,Other Business Services,7601.579999997614,8.44619999999735e-05,Other business activities,0.05,4.223099999998675e-06,0.049414944653764,0.4909679384484997,606,537.0,r r kabel limited,4,36.36363636363637
PB FINTECH LIMITED,Other Business Services,4977.210000005246,5.530233333339162e-05,Other business activities,0.05,2.7651166666695813e-06,0.0491119373382995,0.4626099244743207,608,538.0,pb fintech limited,1,9.090909090909092
Tata Elxsi Limited,Other Business Services,3729.039999987428,4.1433777777638086e-05,Other business activities,0.05,2.0716888888819044e-06,0.0488216934098582,0.4380781065263588,612,542.0,tata elxsi limited,11,100.0
RITES Limited,Other Business Services,2095.309999998036,2.32812222222004e-05,Other business activities,0.05,1.16406111111002e-06,0.0479407955850638,0.3760725455966473,618,547.0,rites limited,6,54.54545454545454
