Company_Name,Facility_ID,Facility_Type,Latitude,Longitude,City,State,Facility_Name
Dabur India Limited,5,Facility,27.1303344,80.859666,,Uttar Pradesh,Facility
Dalmia Bharat Limited,1,Registered Office,11.3323723,78.6098639,,Tamil Nadu,Registered Office
Dalmia Bharat Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Data Patterns India Limited,1,Registered Office,22.3511148,78.6677428,,,Registered Office
DCM Shriram Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
DCM Shriram Limited,3,Facility,25.1737019,75.8574194,Kota,,Facility
Deepak Nitrite Limited,1,Registered Office,22.2973142,73.1942567,Vadodara,Gujarat,Registered Office
Deepak Nitrite Limited,2,Plant,22.3850051,71.745261,,Gujarat,Plant
Delhivery Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Delhivery Limited,2,Corporate Office,28.4507064,77.0738281,Gurugram,Haryana,Corporate Office
Devyani International Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Devyani International Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Devyani International Limited,3,Plant,22.3511148,78.6677428,,,Plant
DIVIS LABORATORIES LIMITED,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
Dixon Technologies India Limited,1,Registered Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Registered Office
DLF Limited,1,Registered Office,28.4646148,77.0299194,Gurugram,Haryana,Registered Office
DLF Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
DLF Limited,3,Plant,28.5669266,77.1340151,Gurugram,Delhi,Plant
DOMS Industries Limited,1,Registered Office,20.4321957,73.1409893,Valsad,Gujarat,Registered Office
DOMS Industries Limited,2,Corporate Office,20.4321957,73.1409893,Valsad,Gujarat,Corporate Office
Dr Reddys Laboratories Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
Easy Trip Planners Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
eClerx Services Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
eClerx Services Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
EICHER MOTORS LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
EICHER MOTORS LIMITED,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
EIH Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
EIH Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
EIH Limited,3,Plant,28.3996098,77.3364029,Gurgaon,Delhi,Plant
Electronics Mart India Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
Electronics Mart India Limited,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
Electrosteel Castings Limited,1,Registered Office,20.5431241,84.6897321,,Odisha,Registered Office
Electrosteel Castings Limited,2,Corporate Office,22.5726459,88.3638953,Kolkata,West Bengal,Corporate Office
Elgi Equipments Limited,1,Registered Office,11.0018115,76.9628425,Coimbatore,Tamil Nadu,Registered Office
Emami Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Emami Limited,2,Plant,20.233792,73.0495173,Silvassa,Dadra and Nagar Haveli,Plant
Endurance Technologies Limited,1,Registered Office,19.5670323,76.4164557,,Maharashtra,Registered Office
Endurance Technologies Limited,2,Plant,22.3511148,78.6677428,,,Plant
Engineers India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Equitas Small Finance Bank Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Eris Lifesciences Limited,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
Eris Lifesciences Limited,2,Facility,23.0215374,72.5800568,Ahmedabad,Gujarat,Facility
Eris Lifesciences Limited,3,Facility,23.0215374,72.5800568,Ahmedabad,Gujarat,Facility
Eris Lifesciences Limited,4,Facility,26.1805978,91.753943,Guwahati,,Facility
ESAB India Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Escorts Kubota Limited,1,Registered Office,28.4031478,77.3105561,Faridabad,Haryana,Registered Office
Eureka Forbes Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Exide Industries Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Exide Industries Limited,2,Plant,11.3323723,78.6098639,,Tamil Nadu,Plant
FERTILIZERS AND CHEMICALS TRAVANCORE LIMITED,1,Registered Office,10.3528744,76.5120396,,Kerala,Registered Office
FINE ORGANIC INDUSTRIES LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Finolex Cables Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Finolex Industries Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Finolex Industries Limited,2,Corporate Office,18.5213738,73.8545071,Pune,Maharashtra,Corporate Office
Firstsource Solutions Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Five-Star Business Finance Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
Force Motors Ltd,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Fortis Healthcare Limited,1,Registered Office,30.9293211,75.5004841,,Punjab,Registered Office
Fortis Healthcare Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Fortis Healthcare Limited,3,Plant,16.6916136,74.2581857,Bengaluru,Maharashtra,Plant
GAIL India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
GALAXY SURFACTANTS LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Garden Reach Shipbuilders  Engineers Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
General Insurance Corporation of India,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Genus Power Infrastructures Limited,1,Registered Office,28.6040218,77.3798009,Noida,Uttar Pradesh,Registered Office
Genus Power Infrastructures Limited,2,Corporate Office,26.9154576,75.8189817,Jaipur,Rajasthan,Corporate Office
Gillette India Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
GLAND PHARMA LIMITED,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
GLAND PHARMA LIMITED,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
GlaxoSmithKline Pharmaceuticals Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Glenmark Pharmaceuticals Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Glenmark Pharmaceuticals Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Glenmark Pharmaceuticals Limited,3,Facility,20.0112475,73.7902364,Nashik,Maharashtra,Facility
GLOBAL HEALTH LIMITED,1,Registered Office,28.5671523,77.2282896,Delhi,Delhi,Registered Office
GLOBAL HEALTH LIMITED,2,Corporate Office,28.4390982,77.0409796,Gurugram,Haryana,Corporate Office
GLOBAL HEALTH LIMITED,3,Plant,28.3996098,77.3364029,Gurgaon,Delhi,Plant
GODAWARI POWER AND ISPAT LIMITED,1,Registered Office,21.2380912,81.6336993,Raipur,,Registered Office
GODAWARI POWER AND ISPAT LIMITED,2,Corporate Office,21.2380912,81.6336993,Raipur,Chhattisgarh,Corporate Office
GODFREY PHILLIPS INDIA LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
GODFREY PHILLIPS INDIA LIMITED,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
GODFREY PHILLIPS INDIA LIMITED,3,Plant,28.6995715,77.4457166,Meerut,,Plant
GODREJ AGROVET LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Godrej Consumer Products Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Godrej Consumer Products Limited,2,Plant,13.0836939,80.270186,Chennai,Tamil Nadu,Plant
Godrej Industries Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Godrej Industries Limited,2,Plant,19.5670323,76.4164557,,Maharashtra,Plant
Godrej Properties Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Go Digit General Insurance Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Go Digit General Insurance Limited,2,Corporate Office,12.9767936,77.590082,Bengaluru,Karnataka,Corporate Office
GRANULES INDIA LIMITED,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
GRANULES INDIA LIMITED,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
GRANULES INDIA LIMITED,3,Plant,17.360589,78.4740613,Hyderabad,Telangana,Plant
GRAPHITE INDIA LIMITED,1,Registered Office,22.5534091,88.3497649,Kolkata,West Bengal,Registered Office
GRAPHITE INDIA LIMITED,2,Plant,20.5431241,84.6897321,,Odisha,Plant
Grasim Industries Limited,1,Registered Office,23.8143419,77.5340719,,Madhya Pradesh,Registered Office
Grasim Industries Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Grasim Industries Limited,3,Plant,29.3912753,76.9771675,Panipat,Haryana,Plant
Grindwell Norton Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Gujarat Ambuja Exports Limited,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
Gujarat Fluorochemicals Limited,1,Registered Office,31.9292352,77.1828462,,Himachal Pradesh,Registered Office
Gujarat Fluorochemicals Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Gujarat Fluorochemicals Limited,3,Plant,22.3511148,78.6677428,,,Plant
GUJARAT GAS LIMITED,1,Registered Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Registered Office
GUJARAT GAS LIMITED,2,Corporate Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Corporate Office
GUJARAT GAS LIMITED,3,Plant,23.2232877,72.6492267,Gandhinagar,,Plant
Gujarat Pipavav Port Limited,1,Registered Office,22.3511148,78.6677428,,,Registered Office
Gujarat Pipavav Port Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Gujarat State Petronet Limited,1,Registered Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Registered Office
Gujarat State Petronet Limited,2,Corporate Office,23.2232877,72.6492267,Gandhinagar,,Corporate Office
Gujarat State Petronet Limited,3,Plant,22.2973142,73.1942567,Vadodara,Gujarat,Plant
G R Infraprojects Limited,1,Registered Office,23.0215374,72.5800568,Ahmedabad,Gujarat,Registered Office
G R Infraprojects Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Happiest Minds Technologies Limited,1,Registered Office,16.3113039,75.9164329,Hosur,Karnataka,Registered Office
Happy Forgings Limited,1,Registered Office,30.9090157,75.851601,Ludhiana,,Registered Office
Happy Forgings Limited,2,Corporate Office,30.9090157,75.851601,Ludhiana,,Corporate Office
Havells India Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Havells India Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Havells India Limited,3,Plant,28.4031478,77.3105561,Faridabad,Haryana,Plant
HCL Technologies Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
HCL Technologies Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
HCL Technologies Limited,3,Plant,12.9767936,77.590082,Bengaluru,Karnataka,Plant
HDFC Asset Management Company Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
HDFC Bank Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
HDFC Bank Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
HDFC Life Insurance Company Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
HDFC Life Insurance Company Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
HEG Limited,1,Registered Office,23.2584857,77.401989,Bhopal,Madhya Pradesh,Registered Office
HEG Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
HERO MOTOCORP LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
HFCL Limited,1,Registered Office,31.9292352,77.1828462,,Himachal Pradesh,Registered Office
HFCL Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
HFCL Limited,5,Facility,28.3247096,76.9263787,Manesar,,Facility
Himadri Speciality Chemical Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
Himadri Speciality Chemical Limited,2,Corporate Office,22.5726459,88.3638953,Kolkata,West Bengal,Corporate Office
HINDALCO INDUSTRIES LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
HINDALCO INDUSTRIES LIMITED,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
HINDUSTAN AERONAUTICS LIMITED,1,Registered Office,12.9822892,77.5962827,,,Registered Office
HINDUSTAN COPPER LIMITED,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
HINDUSTAN COPPER LIMITED,2,Plant,26.8105777,73.7684549,,Rajasthan,Plant
Hindustan Petroleum Corporation Limited,1,Registered Office,18.9290362,72.8253798,Mumbai,Maharashtra,Registered Office
Hindustan Unilever Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Hindustan Unilever Limited,2,Plant,20.0112475,73.7902364,Nashik,Maharashtra,Plant
Hindustan Unilever Limited,3,Facility,20.0112475,73.7902364,Nashik,Maharashtra,Facility
Hindustan Zinc Limited,1,Registered Office,24.578721,73.6862571,Udaipur,Rajasthan,Registered Office
Hindustan Zinc Limited,2,Plant,22.3511148,78.6677428,,,Plant
Hitachi Energy India Limited,1,Registered Office,12.9767936,77.590082,Bengaluru,Karnataka,Registered Office
Home First Finance Company India Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Honasa Consumer Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Honasa Consumer Limited,2,Corporate Office,28.4646148,77.0299194,Gurgaon,Haryana,Corporate Office
HONEYWELL AUTOMATION INDIA LIMITED,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
ICICI Bank Limited,1,Registered Office,22.2973142,73.1942567,Vadodara,Gujarat,Registered Office
ICICI Bank Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
ICICI Lombard General Insurance Company Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
ICICI Prudential Life Insurance Company Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
IDBI Bank Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
IDBI Bank Limited,2,Facility,19.054999,72.8692035,Mumbai,Maharashtra,Facility
IDFC FIRST Bank Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
IDFC FIRST Bank Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
IFCI Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
IIFL Finance Limited,1,Registered Office,19.3653598,73.3685437,Thane,,Registered Office
IIFL Finance Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Indegene Limited,1,Registered Office,12.9767936,77.590082,Bangalore,Karnataka,Registered Office
INDIAMART INTERMESH LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
INDIAMART INTERMESH LIMITED,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Indian Bank,1,Registered Office,13.077973,80.2874829,Chennai,Tamil Nadu,Registered Office
Indian Bank,2,Corporate Office,13.0836939,80.270186,Chennai,Tamil Nadu,Corporate Office
Indian Energy Exchange Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Indian Energy Exchange Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Indian Oil Corporation Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Indian Oil Corporation Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
INDIAN OVERSEAS BANK,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
INDIAN RAILWAY FINANCE CORPORATION LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Indian Renewable Energy Development Agency Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Indian Renewable Energy Development Agency Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
IndusInd Bank Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
IndusInd Bank Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Indus Towers Limited,1,Registered Office,28.4646148,77.0299194,Gurugram,Haryana,Registered Office
Infibeam Avenues Limited,1,Registered Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Registered Office
Infosys Limited,1,Registered Office,16.3113039,75.9164329,Hosur,Karnataka,Registered Office
Infosys Limited,2,Plant,22.3511148,78.6677428,,,Plant
INOX India Limited,1,Registered Office,22.2973142,73.1942567,Vadodara,Gujarat,Registered Office
INOX India Limited,2,Facility,23.2452165,72.4966223,Kalol,,Facility
Inox Wind Limited,1,Registered Office,31.9292352,77.1828462,,Himachal Pradesh,Registered Office
Inox Wind Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
INTELLECT DESIGN ARENA LIMITED,1,Registered Office,13.0554931,80.2551915,Chennai,Tamil Nadu,Registered Office
INTELLECT DESIGN ARENA LIMITED,2,Corporate Office,13.0836939,80.270186,Chennai,Tamil Nadu,Corporate Office
InterGlobe Aviation Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
InterGlobe Aviation Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Ion Exchange India Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Ipca Laboratories Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Ipca Laboratories Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Ipca Laboratories Limited,3,Plant,23.5022201,74.9551534,Ratlam,,Plant
IRB Infrastructure Developers Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
IRB Infrastructure Developers Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Ircon International Limited,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
ISGEC Heavy Engineering Limited,1,Registered Office,29.0,76.0,,Haryana,Registered Office
ISGEC Heavy Engineering Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
ITC Limited,1,Registered Office,22.5726459,88.3638953,Kolkata,West Bengal,Registered Office
JAIPRAKASH POWER VENTURES LIMITED,1,Registered Office,23.8143419,77.5340719,,Madhya Pradesh,Registered Office
JAIPRAKASH POWER VENTURES LIMITED,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
JAI BALAJI INDUSTRIES LIMITED,1,Registered Office,22.5677076,88.352537,Kolkata,West Bengal,Registered Office
JBM Auto Limited,1,Registered Office,28.4031478,77.3105561,Faridabad,Haryana,Registered Office
JBM Auto Limited,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
Jindal Saw Limited,1,Registered Office,27.1303344,80.859666,,Uttar Pradesh,Registered Office
Jindal Saw Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Jindal Saw Limited,3,Plant,28.6138954,77.2090057,Delhi,Delhi,Plant
Jindal Stainless Limited,1,Registered Office,29.0,76.0,,Haryana,Registered Office
Jindal Stainless Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
JINDAL STEEL  POWER LIMITED,1,Registered Office,29.0,76.0,,Haryana,Registered Office
JINDAL STEEL  POWER LIMITED,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Jio Financial Services Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
JK CEMENT LIMITED,1,Registered Office,26.4609135,80.3217588,Kanpur,Uttar Pradesh,Registered Office
JK CEMENT LIMITED,2,Corporate Office,28.4646148,77.0299194,Gurugram,Haryana,Corporate Office
JK CEMENT LIMITED,4,Plant,22.3511148,78.6677428,,,Plant
JK CEMENT LIMITED,5,Plant,22.3511148,78.6677428,,,Plant
JK LAKSHMI CEMENT LIMITED,1,Registered Office,26.8105777,73.7684549,,Rajasthan,Registered Office
JK LAKSHMI CEMENT LIMITED,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
JK Tyre  Industries Limited,1,Registered Office,26.8105777,73.7684549,,Rajasthan,Registered Office
JK Tyre  Industries Limited,2,Corporate Office,28.6260786,77.2408419,Delhi,Delhi,Corporate Office
JK Tyre  Industries Limited,3,Plant,13.0836939,80.270186,Chennai,Tamil Nadu,Plant
JM Financial Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
JSW Energy Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
JSW Energy Limited,2,Plant,22.3511148,78.6677428,,,Plant
JSW Infrastructure Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
JSW Steel Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
JSW Steel Limited,2,Plant,11.6469616,78.2106958,Salem,,Plant
Jubilant FoodWorks Limited,1,Registered Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Registered Office
Jubilant FoodWorks Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
JUBILANT INGREVIA LIMITED,1,Registered Office,27.1303344,80.859666,,Uttar Pradesh,Registered Office
JUBILANT INGREVIA LIMITED,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Jubilant Pharmova Limited,1,Registered Office,27.1303344,80.859666,,Uttar Pradesh,Registered Office
Jubilant Pharmova Limited,2,Corporate Office,28.5706333,77.3272147,Noida,Uttar Pradesh,Corporate Office
Juniper Hotels Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Jupiter Life Line Hospitals Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Jupiter Life Line Hospitals Limited,2,Corporate Office,19.3653598,73.3685437,Thane,Maharashtra,Corporate Office
Jupiter Wagons Limited,1,Registered Office,22.7159581,79.340924,Gorakhpur,Madhya Pradesh,Registered Office
Jupiter Wagons Limited,2,Corporate Office,22.548977,88.3511498,Kolkata,West Bengal,Corporate Office
Just Dial Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Just Dial Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
JYOTHY LABS LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
JYOTI CNC AUTOMATION LIMITED,1,Registered Office,22.3053263,70.8028377,Rajkot,,Registered Office
Kajaria Ceramics Limited,1,Registered Office,28.4646148,77.0299194,Gurgaon,Haryana,Registered Office
Kajaria Ceramics Limited,2,Corporate Office,28.6138954,77.2090057,Delhi,Delhi,Corporate Office
Kajaria Ceramics Limited,3,Plant,22.3511148,78.6677428,,,Plant
Kalpataru Projects International Limited,1,Registered Office,23.2232877,72.6492267,Gandhinagar,Gujarat,Registered Office
Kalpataru Projects International Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Kalpataru Projects International Limited,3,Plant,29.2279912,74.5806026,Gandhinagar,Rajasthan,Plant
Kalyan Jewellers India Limited,1,Registered Office,10.3528744,76.5120396,,Kerala,Registered Office
Kansai Nerolac Paints Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Kansai Nerolac Paints Limited,2,Plant,30.9293211,75.5004841,,Punjab,Plant
KARUR VYSYA BANK LIMITED,1,Registered Office,22.3511148,78.6677428,,,Registered Office
KARUR VYSYA BANK LIMITED,2,Facility,17.360589,78.4740613,Hyderabad,Telangana,Facility
Kaynes Technology India Limited,1,Registered Office,14.9562045,75.7896741,,Karnataka,Registered Office
KEC International Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
KEC International Limited,2,Plant,26.8105777,73.7684549,,Rajasthan,Plant
KEI INDUSTRIES LIMITED,1,Registered Office,28.6138954,77.2090057,Delhi,Delhi,Registered Office
Keystone Realtors Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
KFin Technologies Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
KFin Technologies Limited,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
KIOCL Limited,1,Registered Office,12.9390255,77.6238477,Bengaluru,Karnataka,Registered Office
Kirloskar Brothers Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Kirloskar Oil Engines Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
Kirloskar Oil Engines Limited,2,Corporate Office,18.5213738,73.8545071,Pune,Maharashtra,Corporate Office
KNR Constructions Limited,1,Registered Office,17.360589,78.4740613,Hyderabad,Telangana,Registered Office
KNR Constructions Limited,2,Corporate Office,17.360589,78.4740613,Hyderabad,Telangana,Corporate Office
KOTAK MAHINDRA BANK LIMITED,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
KPIT Technologies Limited,1,Registered Office,18.5213738,73.8545071,Pune,Maharashtra,Registered Office
KPIT Technologies Limited,2,Plant,12.9767936,77.590082,Bangalore,Karnataka,Plant
KPI GREEN ENERGY LIMITED,1,Registered Office,21.2094892,72.8317058,Surat,Gujarat,Registered Office
KPR MILL LIMITED,1,Registered Office,11.0018115,76.9628425,Coimbatore,Tamil Nadu,Registered Office
KPR MILL LIMITED,2,Corporate Office,11.0018115,76.9628425,Coimbatore,Tamil Nadu,Corporate Office
Krishna Institute of Medical Sciences Limited,1,Registered Office,17.8495919,79.1151663,,Telangana,Registered Office
KSB Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
KSB Limited,2,Corporate Office,19.054999,72.8692035,Mumbai,Maharashtra,Corporate Office
Larsen  Toubro Limited,1,Registered Office,19.054999,72.8692035,Mumbai,Maharashtra,Registered Office
Larsen  Toubro Limited,2,Plant,21.5777764,73.9334615,Delhi,Gujarat,Plant
Latent View Analytics Limited,1,Registered Office,13.0836939,80.270186,Chennai,Tamil Nadu,Registered Office
LAURUS LABS LIMITED,1,Registered Office,15.9240905,80.1863809,,Andhra Pradesh,Registered Office
